VARIETY,ROW,PLANT,year,month,day,Leaf_potential,Stem_potential,Leaf_area1,Leaf_area2,leaf_weight1_mg,Leaf_weight2_mg,L1stom_length_1,L1stom_length_2,L1stom_length_3,L1stom_length_4,L1stom_length_5,L1image_area,L1stom_number,L2stom_length_1,L2stom_length_2,L2stom_length_3,L2stom_length_4,L2stom_length_5,L2image_area,L2stom_number
Gewurtztraminer,20,6,2015,6,17,7.9,5.8,,,643,650,,,,,,,,,,,,,,,
Gewurtztraminer,20,6,2015,8,5,8.7,5.6,,,,,25.215,22.137,16.592,14.84,19.816,584388.192,123,,,,,,,,
Gewurtztraminer,20,6,2015,8,7,11,9,,,,,,,,,,,,,,,,,,,
Muscat_Ottonel,20,8,2015,4,17,6,5.8,,,578,,,,,,,,,,,,,,,,
Chasselas_doree,21,7,2015,4,17,5.2,5.5,,,669,,,,,,,,,,,,,,,,
Gruner_Veltiner,21,9,2015,4,17,5,6.4,,,608,,,,,,,,,,,,,,,
Rotgipfler,22,1,2015,4,17,9,7.5,,,646,,,,,,,,,,,,,,,
Furmint,22,7,2015,4,24,7.8,5.8,19.855,,671,,,,,,,,,,,,,,,
Furmint,22,7,2015,6,15,9.5,5.9,,,1217,1626,14.972,23.614,25.867,19.513,25.798,585630.249,56,,,,,,,
Furmint,22,7,2015,6,19,6.8,5.2,,,773,814,26.007,22.979,24.573,18.29,28.603,585630.249,64,,,,,,,
Furmint,22,7,2015,8,4,7.8,5.25,,,,,16.702,17.639,22.267,18.105,17.661,573389.179,43,19.204,16.648,15.449,15.569,15.687,573389.179,84
Furmint,22,7,2015,8,6,5.9,5.8,,,,,,,,,,,,,,,,,,
Furmint,22,8,2015,4,22,,4.3,,,,,,,,,,,,,,,,,,
Furmint,22,8,2015,4,23,7,3.4,29.294,,1116,,,,,,,,,,,,,,,
Furmint,22,8,2015,6,16,7.5,4.95,,,1289,1291,,,,,,,,,,,,,,
Furmint,22,8,2015,6,17,6.8,5.4,,,654,737,21.05,22.011,24.555,24.72,22.692,585630.249,81,,,,,,,
Furmint,22,8,2015,8,5,7.5,4.8,,,,,22.708,23.905,23.592,18.994,22,584388.192,112,,,,,,,
Furmint,22,8,2015,8,7,10,7,,,,,,,,,,,,,,,,,,
Szagos_feher,23,7,2015,4,24,7,4.8,25.959,,970,,,,,,,,,,,,,,,
Szagos_feher,23,7,2015,6,15,9.3,5.9,,,1401,580,13.866,18.901,19.151,21.052,23.614,585630.249,119,,,,,,,
Szagos_feher,23,7,2015,6,19,6.5,5.5,,,1635,720,22.079,19.101,21.326,17.588,17.618,585630.249,99,20.043,19.048,23.408,18.863,19.018,585630.249,113
Szagos_feher,23,7,2015,8,4,4.9,3.95,,,,,,,,,,,,,,,,,,
Szagos_feher,23,7,2015,8,6,8.1,4.6,,,,,,,,,,,,,,,,,,
Szagos_feher,23,8,2015,4,22,,4.75,,,,,,,,,,,,,,,,,,
Szagos_feher,23,8,2015,4,23,6.2,3.9,34.008,,1249,,,,,,,,,,,,,,,
Szagos_feher,23,8,2015,6,16,7.4,4.5,,,1778,469,25.608,18.535,18.669,22.514,23.448,585630.249,94,,,,,,,
Szagos_feher,23,8,2015,6,17,6.8,5.4,,,773,721,16.882,17.239,23.283,18.916,17.666,585630.249,72,,,,,,,
Szagos_feher,23,8,2015,8,5,7.45,5,,,,,,,,,,,,,,,,,,
Szagos_feher,23,8,2015,8,7,9.6,6.3,,,,,22.023,25.336,23.016,27.65,19.45,585630.249,41,,,,,,,
Barbera,24,1,2015,4,17,5.1,6.5,,,1284,,,,,,,,,,,,,,,
Barbera,24,1,2015,6,15,8,5.9,,,1471,1324,17.581,20.352,22.292,14.725,25.55,585630.249,102,,,,,,,
Barbera,24,1,2015,6,19,6.2,4.6,,,555,534,,,,,,,,,,,,,,
Barbera,24,1,2015,8,4,7.1,4.2,,,,,20.505,24.338,19.73,16.51,23.161,573389.179,109,22.458,17.145,18.305,22.058,17.732,573389.179,105
Barbera,24,1,2015,8,6,8,6.5,,,,,,,,,,,,,,,,,,
Barbera,24,2,2015,6,16,8.2,5.2,,,1067,418,19.301,21.627,23.204,17.138,19.24,585630.249,49,24.544,24.72,20.137,23.358,20.82,585630.249,88
Barbera,24,2,2015,6,17,7.45,4.5,,,989,728,17.631,13.709,17.197,15.866,15.17,585630.249,61,,,,,,,
Barbera,24,2,2015,8,5,7.3,5.75,,,,,27.78,18.178,19.154,18.55,21.914,584388.192,109,19.43,23.475,27.889,26.56,26.965,584388.192,127
Barbera,24,2,2015,8,7,9.4,7.5,,,,,,,,,,,,,,,,,,
Dolcetto,24,9,2015,4,17,10.9,6.8,,,362,,,,,,,,,,,,,,,
Dolcetto,24,9,2015,4,19,9.5,6.85,,,,,,,,,,,,,,,,,,
Dolcetto,24,9,2015,4,20,,,18.855,,625,,,,,,,,,,,,,,,
Dolcetto,24,9,2015,4,21,8.4,5.8,15.408,,665,,,,,,,,,,,,,,,
Dolcetto,24,9,2015,4,22,,6.9,,,,,,,,,,,,,,,,,,
Dolcetto,24,9,2015,4,24,9.2,6,14.11,,502,,,,,,,,,,,,,,,
Dolcetto,24,9,2015,6,15,7.8,4.9,,,786,493,,,,,,,,,,,,,,
Dolcetto,24,9,2015,6,19,6.3,4.1,,,721,777,,,,,,,,,,,,,,
Dolcetto,24,9,2015,8,4,6.95,5.1,,,,,17.965,16.222,16.399,21.878,16.28,573389.179,43,,,,,,,
Dolcetto,24,9,2015,8,6,7.8,6,,,,,,,,,,,,,,,,,,
Dolcetto,24,10,2015,4,23,8.8,5.4,12.906,,448,,,,,,,,,,,,,,,
Dolcetto,24,10,2015,6,16,5.95,3.9,,,987,348,28.038,23.489,14.146,19.786,24.358,585630.249,72,,,,,,,
Dolcetto,24,10,2015,6,17,6.4,4.6,,,629,452,28.19,19.695,26.067,23.282,26.695,585630.249,60,,,,,,,
Dolcetto,24,10,2015,8,5,6.25,4.7,,,,,19.788,23.743,17.22,20.987,18.794,584388.192,61,18.781,16.909,16.701,15.65,20.932,584388.192,69
Dolcetto,24,10,2015,8,7,12.5,7.5,,,,,20.167,19.204,21.395,18.474,24.237,585630.249,39,23.509,23.909,19.74,19.655,18.108,585630.249,61
Nebbiolo,25,9,2015,4,17,10.5,6.9,,,876,,,,,,,,,,,,,,,
Nebbiolo,25,9,2015,4,19,8.95,6.8,,,,,,,,,,,,,,,,,,
Nebbiolo,25,9,2015,4,20,,,17.425,,630,,,,,,,,,,,,,,,
Nebbiolo,25,9,2015,4,21,7.3,5.4,23.022,,758,,,,,,,,,,,,,,,
Nebbiolo,25,9,2015,6,15,6.95,3.7,,,1135,347,,,,,,,,,,,,,,
Nebbiolo,25,9,2015,6,19,5.4,4.6,,,599,805,25.343,18.353,22.612,21.746,26.095,585630.249,152,,,,,,,
Nebbiolo,25,9,2015,8,4,5.4,3.9,,,,,,,,,,,,,,,,,,
Nebbiolo,25,9,2015,8,6,6.25,4.5,,,,,,,,,,,,,,,,,,
Nebbiolo,25,10,2015,4,22,,4.9,,,,,,,,,,,,,,,,,,
Nebbiolo,25,10,2015,6,16,5.9,3.35,,,943,444,,,,,,,,,,,,,,
Nebbiolo,25,10,2015,6,17,7.25,5.45,,,860,742,,,,,,,,,,,,,,
Nebbiolo,25,10,2015,8,5,5.8,4.5,,,,,18.159,19.114,22.864,18.463,12.391,584388.192,34,25.785,24.538,29.552,17.647,24.01,584388.192,65
Nebbiolo,25,10,2015,8,7,7.5,5.7,,,,,,,,,,,,,,,,,,
Sangiovese,26,5,2015,4,19,9.15,5.9,,,,,,,,,,,,,,,,,,
Sangiovese,26,5,2015,4,20,,,18.926,,618,,,,,,,,,,,,,,,
Sangiovese,26,5,2015,4,21,5.4,4.9,18.676,,628,,,,,,,,,,,,,,,
Sangiovese,26,5,2015,4,24,8.3,5.9,22.025,,857,,,,,,,,,,,,,,,
Sangiovese,26,5,2015,6,15,8.9,5.35,,,1864,1007,23.231,19.809,24.442,22.438,24.611,585630.249,80,,,,,,,
Sangiovese,26,5,2015,6,19,6.75,4.9,,,643,469,21.621,20.969,17.855,22.71,20.446,585630.249,115,,,,,,,
Sangiovese,26,5,2015,8,4,5.45,4.5,,,,,21.029,16.776,19.137,20.178,25.151,573389.179,105,23.581,22.354,31.985,36.848,20.696,583148.776,93
Sangiovese,26,5,2015,8,6,7.6,5.5,,,,,,,,,,,,,,,,,,
Sangiovese,26,6,2015,4,17,4.8,5.8,,,1388,,,,,,,,,,,,,,,
Sangiovese,26,6,2015,4,22,,4.4,,,,,,,,,,,,,,,,,,
Sangiovese,26,6,2015,4,23,7.2,3.8,25.157,,905,,,,,,,,,,,,,,,
Sangiovese,26,6,2015,6,16,7.95,4.5,,,857,547,,,,,,,,,,,,,,
Sangiovese,26,6,2015,6,17,7.9,5.35,,,749,617,,,,,,,,,,,,,,
Sangiovese,26,6,2015,8,5,7.9,6,,,,,19.838,18.385,35.717,20.912,21.717,584388.192,103,,,,,,,
Sangiovese,26,6,2015,8,7,7.25,5.5,,,,,19.256,17.519,18.638,21.574,17.849,585630.249,62,,,,,,,
Coda_di_Volpe,27,1,2015,4,18,9.3,4.5,,,792,,,,,,,,,,,,,,,
Refosco,28,7,2015,4,18,10,5.9,,,604,,,,,,,,,,,,,,,
Schiopettino,29,3,2015,4,18,10.1,4.2,,,826,,,,,,,,,,,,,,,
Tocai_Friulano,29,7,2015,4,18,10.9,5,,,490,,,,,,,,,,,,,,,
Zinfandel_Primitivo,32,3,2015,4,18,9.9,6.9,,,567,,,,,,,,,,,,,,,
Zinfandel_Primitivo,32,3,2015,6,15,6.85,5.9,,,1904,1326,25.635,19.533,22.885,23.768,22.837,585630.249,89,17.092,16.656,12.462,19.554,18.294,585630.249,54
Zinfandel_Primitivo,32,3,2015,6,19,6.5,3.9,,,1220,492,19.367,18.02,18.796,18.667,19.338,585630.249,82,,,,,,,
Zinfandel_Primitivo,32,3,2015,8,4,6.35,5.45,,,,,,,,,,,,,,,,,,
Zinfandel_Primitivo,32,3,2015,8,6,7.4,4.85,,,,,,,,,,,,,,,,,,
Zinfandel_Primitivo,32,4,2015,6,16,9.75,6.7,,,1705,443,24.338,29.058,20.265,25.232,22.879,585630.249,85,23.715,19.227,25.183,19.437,24.804,585630.249,63
Zinfandel_Primitivo,32,4,2015,6,17,7.6,5.8,,,1025,813,23.875,27.07,20.553,25.922,23.67,585630.249,85,,,,,,,
Zinfandel_Primitivo,32,4,2015,8,5,11,7.25,,,,,19.14,17.3,11.775,15.598,27.204,584388.192,19,,,,,,,
Zinfandel_Primitivo,32,4,2015,8,7,10.1,7,,,,,22.304,23.466,15.815,16.927,17.697,585630.249,37,,,,,,,
Rkatsiteli,32,5,2015,4,18,10,3.5,,,711,,,,,,,,,,,,,,,
Pinotage,32,7,2015,4,18,11,4.4,,,698,,,,,,,,,,,,,,,
Macabeo,34,1,2015,4,18,11.2,9,,,974,,,,,,,,,,,,,,,
Morrastel,34,5,2015,4,18,10.3,4.8,,,597,,,,,,,,,,,,,,,
Morrastel,34,5,2015,4,21,4.4,3.3,31.695,,1061,,,,,,,,,,,,,,,
Morrastel,34,5,2015,4,24,6,3.9,31.911,,1269,,,,,,,,,,,,,,,
Morrastel,34,5,2015,6,15,8.5,6.35,,,1713,1422,22.614,25.322,29.441,21.938,26.759,585630.249,84,28.472,20.893,21.082,25.958,28.539,585630.249,86
Morrastel,34,5,2015,6,19,6.4,4.6,,,991,1057,,,,,,,
Morrastel,34,5,2015,8,4,11.4,10.9,check these! small tear on 34.5,,,,,,,,,,
Morrastel,34,5,2015,8,6,12.5,11,,,,,21.914,21.53,26.771,26.321,21.6,584388.192,62
Morrastel,34,6,2015,4,22,,5.3,,,,,,,,,,,
Morrastel,34,6,2015,4,23,6.2,3.5,19.429,,619,,,,,,,,
Morrastel,34,6,2015,6,16,6.6,6.1,,,1099,1113,20.864,15.866,21.137,18.015,24.997,585630.249,102
Morrastel,34,6,2015,6,17,7,5.05,,,1046,754,,,,,,,
Morrastel,34,6,2015,8,5,12,10.25,popped,,,,23.63,19.343,17.367,29.716,20.346,584388.192,73
Morrastel,34,6,2015,8,7,9.5,7.1,,,,,,,,,,,
Palomino,34,7,2015,4,18,10.2,5.2,,,796,,,,,,,,
Palomino,34,7,2015,4,21,5.8,4.3,29.502,,1095,,,,,,,,
Palomino,34,7,2015,4,24,7.5,4.5,31.351,,1053,,,,,,,,
Palomino,34,7,2015,6,15,7.5,4.5,,,1515,1384,21.952,25.592,26.207,23.856,22.634,585630.249,64
Palomino,34,7,2015,6,19,7.4,4.9,,,1003,1076,,,,,,,
Palomino,34,7,2015,8,4,7.5,5.6,,,,,,,,,,,
Palomino,34,7,2015,8,6,6.9,4.6,,,,,28.442,27.151,30.018,23.334,23.743,584388.192,58
Palomino,34,8,2015,4,22,,4.1,,,,,,,,,,,,,,,,,,
Palomino,34,8,2015,4,23,6,3.9,29.803,,1003,,,,,,,,,,,,,,,
Palomino,34,8,2015,6,16,7,5.3,,,1098,801,20.867,22.184,22.618,23.073,19.624,585630.249,74,,,,,,,
Palomino,34,8,2015,6,17,6.5,3.9,,,918,656,14.805,15.34,19.962,20.796,22.057,585630.249,41,,,,,,,
Palomino,34,8,2015,8,5,10.6,6.5,,,,,,,,,,,,,,,,,,
Palomino,34,8,2015,8,7,8,6.1,,,,,,,,,,,,,,,,,,
Tempranillo,35,3,2015,4,18,9.5,5.8,,,1932,,,,,,,,,,,,,,,
Verdelho,38,7,2015,4,18,10.1,5,,,520,,,,,,,,,,,,,,,
Verdelho,38,7,2015,6,15,7,4.25,,,1931,557,,,,,,,,,,,,,,
Verdelho,38,7,2015,6,19,5.8,4,,,972,403,,,,,,,,,,,,,,
Verdelho,38,7,2015,8,4,6.6,5.05,,,,,18.911,17.898,19.821,25.184,21.035,583148.776,91,,,,,,,
Verdelho,38,7,2015,8,6,6.5,4.5,,,,,,,,,,,,,,,,,,
Verdelho,38,8,2015,6,16,5.3,3.9,,,1458,739,,,,,,,,,,,,,,
Verdelho,38,8,2015,6,17,6.4,3.7,,,883,565,23.257,25.636,20.523,22.799,20.392,585630.249,71,,,,,,,
Verdelho,38,8,2015,8,5,8,5.9,,,,,18.982,21.083,20.681,19.346,27.265,584388.192,116,21.745,22.686,28.025,25.767,18.136,584388.192,86
Verdelho,38,8,2015,8,7,7.2,4.5,,,,,20.701,19.403,21.451,18.962,18.854,585630.249,79,,,,,,,
Calzin,39,3,2015,4,18,10.9,5,,,789,,,,,,,,,,,,,,,
Calzin,39,3,2015,4,21,7.6,4.7,29.276,,954,,,,,,,,,,,,,,,
Calzin,39,3,2015,4,24,8.5,5.5,29.884,,1098,,,,,,,,,,,,,,,
Calzin,39,4,2015,4,22,,5.8,,,,,,,,,,,,,,,,,,
Calzin,39,4,2015,4,23,9.4,6.4,28.881,,1026,,,,,,,,,,,,,,,
Carnelian,39,7,2015,4,18,11.5,3.5,,,484,,,,,,,,,,,,,,,
Ruby_Cabernet,40,9,2015,4,18,11.4,6.8,,,796,,,,,,,,,,,,,,,
Ruby_Cabernet,40,9,2015,4,21,8,4.95,19.633,,592,,,,,,,,,,,,,,,
Ruby_Cabernet,40,9,2015,4,24,8.2,5.5,25.106,,857,,,,,,,,,,,,,,,
Ruby_Cabernet,40,10,2015,4,22,,6.1,,,,,,,,,,,,,,,,,,
Ruby_Cabernet,40,10,2015,4,23,7,4.2,28.423,,876,,,,,,,,,,,,,,,
Early_Muscat,42,7,2015,4,18,10,6.9,,,664,,,,,,,,,,,,,,,
Early_Muscat,42,7,2015,4,21,5.8,4.5,20.127,,656,,,,,,,,,,,,,,,
Early_Muscat,42,7,2015,4,24,9.6,6.1,23.542,,828,,,,,,,,,,,,,,,
Early_Muscat,42,7,2015,6,15,9.6,5.4,,,1269,518,20.629,18.156,16.686,23.268,17.948,585630.249,91,17.704,19.226,20.358,16.785,17.595,585630.249,64
Early_Muscat,42,7,2015,6,19,8.1,5.6,,,967,344,,,,,,,,,,,,,,
Early_Muscat,42,7,2015,8,4,6.25,4.25,,,,,,,,,,,,,,,,,,
Early_Muscat,42,7,2015,8,6,7.5,4.8,,,,,,,,,,,,,,,,,,
Early_Muscat,42,8,2015,4,22,,6.1,,,,,,,,,,,,,,,,,,
Early_Muscat,42,8,2015,4,23,8.4,5.2,19.254,,669,,,,,,,,,,,,,,,
Early_Muscat,42,8,2015,6,16,8,5.55,,,1373,443,,,,,,,,,,,,,,
Early_Muscat,42,8,2015,6,17,8.7,4.75,,,1524,624,21.628,21.423,19.871,23.569,15.53,585630.249,66,,,,,,,
Early_Muscat,42,8,2015,8,5,9.3,6.95,,,,,,,,,,,,,,,,,,
Early_Muscat,42,8,2015,8,7,7.9,5,,,,,,,,,,,,,,,,,,
July_Muscat,43,3,2015,4,18,5,4.7,,,1098,,,,,,,,,,,,,,,
Ruby_Seedless,44,1,2015,4,21,4.1,2.4,38.275,,1264,,,,,,,,,,,,,,,
Ruby_Seedless,44,1,2015,4,22,,2.9,,,,,,,,,,,,,,,,,,
Ruby_Seedless,44,1,2015,4,24,7.2,3.1,28.734,,996,,,,,,,,,,,,,,,
Ruby_Seedless,44,1,2015,6,15,5.5,3.4,,,2287,738,25.621,38.994,33.669,30.785,18.339,585630.249,41,26.769,18.733,15.812,18.532,20.405,585630.249,84
Ruby_Seedless,44,1,2015,6,19,5.9,3.8,,,557,812,24.586,14.057,22,19.427,23.524,585630.249,85,20.862,15.972,11.663,15.074,16.178,585630.249,108
Ruby_Seedless,44,1,2015,8,4,6.5,5.5,,,,,29.246,25.178,18.432,17.842,21.694,583148.776,95,22.819,23.837,18.192,17.58,23.147,583148.776,94
Ruby_Seedless,44,1,2015,8,5,8.2,5.4,,,,,,,,,,,,,,,,,,
Ruby_Seedless,44,1,2015,8,6,6.25,4.8,,,,,,,,,,,,,,,,,,
Ruby_Seedless,44,2,2015,4,23,4.8,3.6,34.64,,1139,,,,,,,,,,,,,,,
Ruby_Seedless,44,2,2015,6,16,6.3,4,,,1193,1053,23.268,23.424,20.267,19.497,20.664,585630.249,82,,,,,,,
Ruby_Seedless,44,2,2015,6,17,7,6,,,844,877,18.289,24.623,18.725,16.441,15.841,585630.249,86,14.44,15.88,22.727,15.551,21.423,585630.249,99
Ruby_Seedless,44,2,2015,8,5,8.5,6,,,,,17.901,20.72,24.857,21.26,24.857,584388.192,128,,,,,,,
Ruby_Seedless,44,2,2015,8,7,7.4,4.9,,,,,,,,,,,,,,,,,,
