year,month,day,row_plant,variety,Obs,HHMMSS,FTime,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,Status
2015,4,21,40.9,Ruby_Cabernet,8,12:21:15,97,10.4,0.14,255,2.33,1.71,6,1,2.84,25.05,26.07,25.03,400.36,386.84,13.846,16.595,43.81,52.51,500.3,1800,1653,100.9,5.2,-0.924,1,111115
2015,4,21,40.9_b,Ruby_Cabernet,1,12:22:09,18,10.9,0.146,253,2.33,1.66,6,1,2.84,25.1,25.86,25.02,400.27,386.14,14,16.75,44.17,52.85,500.1,1777,1725,100.9,5.2,-0.924,0.3,111115
2015,4,21,40.9_b,Ruby_Cabernet,2,12:22:19,28,11.3,0.154,254,2.47,1.66,6,1,2.84,25.09,25.97,25.03,400.21,385.51,14.011,16.921,44.22,53.4,500.1,1798,1718,100.9,5.2,-0.924,0.3,111115
2015,4,21,40.9_b,Ruby_Cabernet,3,12:22:29,38,11.4,0.159,256,2.53,1.65,6,1,2.84,25.08,25.97,25.02,400.32,385.42,14.027,17.005,44.29,53.69,500.3,1798,1718,100.9,5.2,-0.924,0.7,111115
2015,4,21,40.9_b,Ruby_Cabernet,4,12:22:40,48.5,11.5,0.16,256,2.54,1.65,6,1,2.84,25.07,25.96,25.02,400.19,385.17,14.061,17.053,44.44,53.89,500.2,1806,1723,100.9,5.2,-0.924,1,111115
2015,4,21,40.9_b,Ruby_Cabernet,5,12:22:50,59,11.6,0.16,256,2.52,1.63,6,1,2.84,25.03,25.9,25.02,400.01,384.98,14.088,17.059,44.62,54.03,500.3,1799,1729,100.9,5.2,-0.924,0.7,111115
2015,4,21,40.9_b,Ruby_Cabernet,6,12:23:00,68.5,11.6,0.161,255,2.51,1.62,6,1,2.84,25.01,25.85,25.02,399.91,384.79,14.114,17.076,44.77,54.17,500.2,1801,1736,100.9,5.2,-0.924,0.7,111115
2015,4,21,40.9_b,Ruby_Cabernet,7,12:23:11,79.5,11.5,0.161,257,2.51,1.62,6,1,2.84,24.98,25.82,25.02,399.87,384.91,14.104,17.063,44.81,54.21,500.2,1797,1740,100.9,5.2,-0.924,1,111115
2015,4,21,42.7,Early_Muscat,1,12:14:45,23,14.7,0.198,247,2.87,1.53,6,1,2.84,24.75,25.06,25.03,400.23,381.23,13.082,16.473,42.15,53.07,500.2,1776,1701,100.9,5.26,-0.942,1,111115
2015,4,21,42.7,Early_Muscat,2,12:14:55,33,15.2,0.204,247,2.96,1.53,6,1,2.84,24.73,25.14,25.02,400.37,380.83,13.106,16.602,42.27,53.54,500.2,1799,1707,100.9,5.26,-0.942,0.7,111115
2015,4,21,42.7,Early_Muscat,3,12:15:05,43,15.1,0.21,251,3.03,1.53,6,1,2.84,24.72,25.16,25.02,400.1,380.63,13.122,16.693,42.34,53.86,500.2,1800,1237,100.9,5.26,-0.942,0.7,111115
2015,4,21,42.7,Early_Muscat,4,12:15:16,53.5,14.9,0.212,253,3.05,1.52,6,1,2.84,24.73,25.18,25.03,400.1,380.79,13.152,16.747,42.41,54,500.2,1799,1717,100.9,5.26,-0.942,1,111115
2015,4,21,42.7,Early_Muscat,5,12:15:26,63.5,15.1,0.213,253,3.07,1.52,6,1,2.84,24.73,25.18,25.03,400.25,380.74,13.173,16.789,42.47,54.13,500.3,1798,1726,100.9,5.26,-0.942,1,111115
2015,4,21,42.7,Early_Muscat,6,12:15:36,74,15,0.213,253,3.07,1.52,6,1,2.84,24.74,25.21,25.03,400.37,380.92,13.208,16.824,42.56,54.21,500.2,1799,1733,100.9,5.26,-0.942,1,111115
