ID,year,month,day,row_plant,variety ,Obs,HHMMSS,FTime,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,Status
beth-0616-38-8,2015,6,16,38-8,Verdelho,3,12:36:22,38.5,16,0.213,244,3.4,1.68,6,1,2.84,26.72,30.2,25.08,401.21,380.47,22.077,26.055,63.38,74.79,499.7,1800,2020,101.1,-5.23,0.515,0.3,111115
beth-0616-38-8,2015,6,16,38-8,Verdelho,4,12:36:32,49,15.8,0.221,250,3.49,1.66,6,1,2.84,26.7,30.17,25.09,401.28,380.68,22.061,26.142,63.38,75.1,499.7,1801,2020,101.1,-5.23,0.515,0.7,111115
beth-0616-38-8,2015,6,16,38-8,Verdelho,5,12:36:42,59,15.9,0.223,251,3.51,1.66,6,1,2.84,26.69,30.16,25.09,401.33,380.69,22.047,26.156,63.37,75.19,499.7,1801,2018,101.1,-5.23,0.515,1,111115
beth-0616-38-8,2015,6,16,38-8,Verdelho,6,12:36:53,69.5,15.7,0.224,252,3.51,1.65,6,1,2.84,26.68,30.14,25.09,401.31,380.81,22.057,26.165,63.45,75.27,499.7,1800,2020,101.1,-5.23,0.515,1,111115
beth-0616-38-8,2015,6,16,38-8,Verdelho,7,12:37:03,80,15.8,0.224,252,3.51,1.65,6,1,2.84,26.68,30.13,25.1,401.41,380.85,22.061,26.169,63.48,75.3,499.8,1800,2022,101.1,-5.23,0.515,1,111115
beth-0616-38-8,2015,6,16,38-8,Verdelho,8,12:37:13,90,15.7,0.224,253,3.5,1.65,6,1,2.84,26.67,30.12,25.1,401.32,380.93,22.067,26.162,63.51,75.3,499.7,1800,2022,101.1,-5.23,0.515,1,111115
beth-0616-38-8,2015,6,16,38-8,Verdelho,9,12:37:24,100.5,15.7,0.223,252,3.49,1.65,6,1,2.84,26.66,30.11,25.09,401.36,380.89,22.067,26.145,63.55,75.29,499.7,1800,2022,101.1,-5.23,0.515,1,111115
beth-0616-38-8,2015,6,16,38-8,Verdelho,10,12:37:34,111,15.5,0.222,253,3.47,1.65,6,1,2.84,26.66,30.1,25.1,401.31,381.09,22.073,26.126,63.59,75.26,499.7,1800,2022,101.1,-5.23,0.515,1,111115
beth-0616-38-8,2015,6,16,38-8,Verdelho,11,12:37:45,121.5,15.4,0.22,253,3.45,1.65,6,1,2.84,26.66,30.1,25.1,401.31,381.22,22.072,26.108,63.59,75.22,499.7,1800,2023,101.1,-5.23,0.515,0.7,111115
beth-0616-42-8,2015,6,16,42-8,Early_Muscat,1,12:40:18,18.5,8.64,0.0972,234,1.74,1.81,6,1,2.84,26.69,29.98,25.1,400.48,389.29,22.181,24.22,63.76,69.62,499.7,1778,1966,101,-5.23,0.515,0.3,111115
beth-0616-42-8,2015,6,16,42-8,Early_Muscat,2,12:40:29,29,8.5,0.106,247,1.89,1.81,6,1,2.84,26.69,30.08,25.1,400.47,389.38,22.191,24.41,63.79,70.18,499.7,1799,1863,101.1,-5.23,0.515,0.3,111115
beth-0616-42-8,2015,6,16,42-8,Early_Muscat,3,12:40:39,39.5,8.67,0.111,251,1.98,1.81,6,1,2.84,26.68,30.09,25.09,400.49,389.16,22.188,24.509,63.82,70.49,499.7,1798,1717,101,-5.23,0.515,1,111115
beth-0616-42-8,2015,6,16,42-8,Early_Muscat,4,12:40:50,50,8.65,0.115,255,2.03,1.8,6,1,2.84,26.68,30.07,25.1,400.44,389.11,22.173,24.55,63.79,70.63,499.8,1800,1872,101,-5.23,0.515,1,111115
beth-0616-42-8,2015,6,16,42-8,Early_Muscat,5,12:41:00,60.5,8.69,0.116,256,2.04,1.79,6,1,2.84,26.67,30.06,25.09,400.48,389.09,22.173,24.567,63.81,70.7,499.7,1800,1751,101,-5.23,0.515,1,111115
beth-0616-42-8,2015,6,16,42-8,Early_Muscat,6,12:41:27,87,9.1,0.101,231,1.81,1.82,6,1,2.84,26.66,30.06,25.09,400.41,388.63,22.167,24.293,63.84,69.97,499.6,1800,2041,101,-5.4,0.254,0.7,111115
beth-0616-42-8,2015,6,16,42-8,Early_Muscat,7,12:41:37,97.5,8.97,0.102,234,1.83,1.82,6,1,2.84,26.66,30.06,25.1,400.58,388.96,22.164,24.305,63.83,69.99,499.7,1800,2022,101,-5.4,0.254,1,111115
beth-0616-42-8,2015,6,16,42-8,Early_Muscat,8,12:41:47,107.5,8.83,0.101,236,1.82,1.81,6,1,2.84,26.66,30.04,25.09,400.47,389.02,22.16,24.292,63.84,69.98,499.7,1800,2032,101,-5.4,0.254,1,111115
beth-0616-44-2,2015,6,16,44-2,Ruby_Seedless,1,12:43:30,16.5,15.9,0.16,206,2.5,1.61,6,1,2.84,26.62,29.52,25.09,400.44,380.21,22.134,25.057,63.92,72.36,499.8,1799,1939,101,-5.4,0.254,0.7,111115
beth-0616-44-2,2015,6,16,44-2,Ruby_Seedless,2,12:43:40,27,15.4,0.19,235,2.86,1.57,6,1,2.84,26.6,29.52,25.09,400.31,380.52,22.109,25.46,63.91,73.6,499.7,1799,1710,101,-5.4,0.254,0.3,111115
beth-0616-44-2,2015,6,16,44-2,Ruby_Seedless,3,12:43:50,37.5,15.4,0.204,244,3.02,1.55,6,1,2.84,26.58,29.52,25.09,400.36,380.53,22.085,25.622,63.9,74.13,499.7,1800,1614,101,-5.4,0.254,0.7,111115
beth-0616-44-2,2015,6,16,44-2,Ruby_Seedless,4,12:44:01,48,15.4,0.21,248,3.1,1.55,6,1,2.84,26.57,29.51,25.09,400.46,380.5,22.058,25.684,63.88,74.38,499.7,1799,1838,101,-5.4,0.254,1,111115
beth-0616-44-2,2015,6,16,44-2,Ruby_Seedless,5,12:44:11,58,15.5,0.213,249,3.13,1.54,6,1,2.84,26.56,29.5,25.1,400.47,380.48,22.035,25.695,63.83,74.43,499.7,1799,1807,101,-5.4,0.254,1,111115
beth-0616-44-2,2015,6,16,44-2,Ruby_Seedless,6,12:44:21,68.5,15.2,0.215,252,3.15,1.54,6,1,2.84,26.56,29.49,25.1,400.41,380.73,21.997,25.686,63.73,74.42,499.7,1799,1915,101,-5.4,0.254,0.7,111115
beth-0617-12-4,2015,6,17,12-4,Auxerrois,1,11:56:39,19,19.9,0.343,264,4.59,1.47,6,1,2.84,26.3,28.04,25.11,400.46,374.45,17.708,23.093,52.07,67.9,499.7,1800,1703,101,-4.72,0.3,0.3,111115
beth-0617-12-4,2015,6,17,12-4,Auxerrois,2,11:56:49,29,19.8,0.372,272,4.83,1.44,6,1,2.84,26.3,28.03,25.11,400.38,374.4,17.715,23.384,52.1,68.77,499.7,1800,1699,101,-4.72,0.3,0.7,111115
beth-0617-12-4,2015,6,17,12-4,Auxerrois,3,11:56:59,39,20,0.386,274,4.95,1.42,6,1,2.84,26.29,28.02,25.1,400.51,374.24,17.725,23.524,52.15,69.21,499.7,1800,1709,101,-4.72,0.3,1,111115
beth-0617-12-4,2015,6,17,12-4,Auxerrois,4,11:57:10,49.5,20,0.397,277,5.02,1.41,6,1,2.84,26.29,28.02,25.1,400.5,374.28,17.732,23.62,52.18,69.5,499.7,1801,1627,101,-4.72,0.3,1,111115
beth-0617-12-4,2015,6,17,12-4,Auxerrois,5,11:57:32,71.5,19.9,0.421,282,5.2,1.39,6,1,2.84,26.28,28,25.11,400.34,374.08,17.733,23.83,52.21,70.16,499.7,1801,1677,101,-4.54,0.418,1,111115
beth-0617-12-4,2015,6,17,12-4,Auxerrois,6,11:57:42,81.5,19.8,0.424,283,5.2,1.38,6,1,2.84,26.28,27.98,25.11,400.46,374.39,17.739,23.837,52.23,70.18,499.7,1801,1623,101,-4.54,0.418,1,111115
beth-0617-12-6,2015,6,17,12-6,Chardonnay,1,11:58:40,15.5,20.5,0.409,277,5.12,1.4,6,1,2.84,26.29,28.06,25.11,401.34,374.38,17.819,23.823,52.45,70.12,499.7,1799,1439,101,-4.54,0.418,0.3,111115
beth-0617-12-6,2015,6,17,12-6,Chardonnay,2,11:58:50,25.5,20.3,0.451,286,5.44,1.37,6,1,2.84,26.28,28.08,25.1,401.66,374.89,17.816,24.193,52.47,71.25,499.7,1799,1373,101,-4.54,0.418,0.3,111115
beth-0617-12-6,2015,6,17,12-6,Chardonnay,3,11:59:00,35.5,19.4,0.473,292,5.59,1.35,6,1,2.84,26.27,28.06,25.1,400.08,374.22,17.807,24.352,52.47,71.75,499.7,1799,1300,101,-4.54,0.418,0.3,111115
beth-0617-12-6,2015,6,17,12-6,Chardonnay,4,11:59:10,46,20.2,0.481,289,5.64,1.34,6,1,2.84,26.26,28.05,25.1,400.01,373.25,17.817,24.422,52.52,71.99,499.7,1799,1271,101,-4.54,0.418,0.7,111115
beth-0617-12-6,2015,6,17,12-6,Chardonnay,5,11:59:21,56,20.3,0.49,290,5.69,1.33,6,1,2.84,26.26,28.05,25.11,400.05,373.14,17.812,24.476,52.52,72.16,499.7,1799,1226,101,-4.54,0.418,0.7,111115
beth-0617-12-6,2015,6,17,12-6,Chardonnay,6,11:59:31,67,20.3,0.495,291,5.72,1.33,6,1,2.84,26.25,28.03,25.11,400.06,373.08,17.808,24.504,52.51,72.25,499.6,1798,1187,101,-4.54,0.418,1,111115
beth-0617-12-6,2015,6,17,12-6,Chardonnay,7,11:59:42,77.5,20.4,0.5,291,5.75,1.32,6,1,2.84,26.25,28.02,25.11,400.09,373.02,17.782,24.515,52.45,72.31,499.7,1800,1206,101,-4.54,0.418,1,111115
beth-0617-12-6,2015,6,17,12-6,Chardonnay,8,11:59:52,88,20.3,0.503,292,5.78,1.32,6,1,2.84,26.25,28.01,25.11,400.07,373.15,17.723,24.492,52.29,72.25,499.7,1800,1217,101,-4.54,0.418,1,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,1,12:02:18,14.5,9.97,0.129,248,2.51,1.99,6,1,2.84,26.21,29.24,25.1,399.92,386.79,17.68,20.627,52.26,60.97,499.7,1799,1360,101,-4.54,0.418,1,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,2,12:02:28,24.5,9.92,0.13,249,2.52,1.99,6,1,2.84,26.2,29.23,25.1,399.83,386.75,17.67,20.638,52.26,61.03,499.7,1799,1396,101,-4.54,0.418,1,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,3,12:02:38,34.5,9.98,0.131,250,2.54,1.99,6,1,2.84,26.2,29.21,25.1,399.97,386.81,17.672,20.654,52.28,61.09,499.7,1799,1468,101,-4.54,0.418,1,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,4,12:02:49,45,9.98,0.131,250,2.53,1.98,6,1,2.84,26.2,29.2,25.11,399.95,386.8,17.686,20.661,52.32,61.13,499.7,1799,1515,101,-4.54,0.418,1,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,5,12:02:59,55.5,10.1,0.131,248,2.53,1.98,6,1,2.84,26.2,29.21,25.11,399.99,386.72,17.7,20.672,52.37,61.16,499.7,1799,1542,101,-4.54,0.418,1,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,6,12:03:10,66,10.1,0.131,248,2.54,1.98,6,1,2.84,26.2,29.21,25.11,400.04,386.74,17.702,20.685,52.37,61.19,499.7,1800,1505,101,-4.54,0.418,1,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,7,12:03:20,76.5,9.99,0.13,249,2.53,1.98,6,1,2.84,26.2,29.23,25.11,399.98,386.81,17.718,20.691,52.4,61.19,499.7,1799,1491,101,-4.54,0.418,1,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,8,12:03:31,87,9.99,0.13,249,2.53,1.99,6,1,2.84,26.21,29.24,25.11,399.96,386.79,17.723,20.695,52.41,61.19,499.7,1799,1354,101,-4.54,0.418,1,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,9,12:03:41,97.5,10.1,0.13,247,2.54,1.99,6,1,2.84,26.21,29.26,25.11,400.19,386.85,17.721,20.702,52.38,61.19,499.7,1800,1368,101,-4.54,0.418,1,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,10,12:03:52,108,9.84,0.131,251,2.54,1.99,6,1,2.84,26.22,29.28,25.11,399.95,386.96,17.718,20.708,52.34,61.18,499.7,1799,1395,101,-4.54,0.418,1,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,11,12:04:02,118,10,0.13,248,2.54,2,6,1,2.84,26.23,29.3,25.11,400.07,386.86,17.716,20.697,52.32,61.13,499.7,1799,1453,101,-4.54,0.418,1,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,12,12:04:28,144,10.6,0.115,225,2.31,2.04,6,1,2.84,26.24,29.35,25.11,400.07,386.31,17.72,20.436,52.28,60.29,499.7,1798,1402,101,-4.99,0.119,0.3,111115
beth-0617-12-8,2015,6,17,12-8,Gamay_noir,13,12:04:38,154,10.3,0.114,227,2.3,2.05,6,1,2.84,26.25,29.36,25.11,399.96,386.49,17.709,20.41,52.22,60.19,499.7,1799,1323,101,-4.99,0.119,1,111115
beth-0617-13-10,2015,6,17,13-10,Cabernet_franc,1,12:17:03,19,19,0.301,256,4.51,1.62,6,1,2.84,26.42,28.65,25.11,399.66,374.79,17.64,22.933,51.52,66.98,499.7,1800,1283,101,-4.59,0.15,0.3,111115
beth-0617-13-10,2015,6,17,13-10,Cabernet_franc,2,12:17:13,29,19.2,0.321,261,4.72,1.6,6,1,2.84,26.41,28.67,25.11,399.55,374.42,17.639,23.178,51.52,67.71,499.7,1800,1330,101,-4.59,0.15,0.3,111115
beth-0617-13-10,2015,6,17,13-10,Cabernet_franc,3,12:17:23,39,19.4,0.333,264,4.84,1.59,6,1,2.84,26.41,28.66,25.1,399.61,374.2,17.636,23.312,51.53,68.12,499.8,1801,1435,101,-4.59,0.15,0.7,111115
beth-0617-13-10,2015,6,17,13-10,Cabernet_franc,4,12:17:33,49.5,19.5,0.339,265,4.9,1.58,6,1,2.84,26.4,28.67,25.1,399.66,374.07,17.63,23.382,51.53,68.34,499.7,1800,1428,101,-4.59,0.15,1,111115
beth-0617-13-10,2015,6,17,13-10,Cabernet_franc,5,12:17:43,58.5,19.5,0.343,266,4.93,1.58,6,1,2.84,26.41,28.67,25.11,399.72,374.1,17.632,23.418,51.53,68.44,499.8,1800,1473,101,-4.59,0.15,1,111115
beth-0617-13-4,2015,6,17,13-4,Pinot_gris,1,12:07:18,17.5,10.9,0.167,266,2.99,1.86,6,1,2.84,26.31,28.89,25.1,399.9,385.47,17.641,21.154,51.85,62.18,499.7,1772,1224,101,-4.99,0.119,0,111115
beth-0617-13-4,2015,6,17,13-4,Pinot_gris,2,12:07:28,27.5,12.1,0.181,261,3.23,1.86,6,1,2.84,26.31,29,25.11,399.88,383.84,17.632,21.424,51.82,62.97,499.7,1800,1267,101,-4.99,0.119,0.3,111115
beth-0617-13-4,2015,6,17,13-4,Pinot_gris,3,12:07:38,37.5,12.3,0.188,264,3.34,1.85,6,1,2.84,26.31,29.03,25.11,399.77,383.51,17.625,21.546,51.8,63.33,499.7,1799,1181,101,-4.99,0.119,0.7,111115
beth-0617-13-4,2015,6,17,13-4,Pinot_gris,4,12:07:48,48,12.6,0.193,263,3.4,1.85,6,1,2.84,26.3,29.03,25.1,399.83,383.17,17.615,21.612,51.79,63.54,499.7,1800,1296,101,-4.99,0.119,0.7,111115
beth-0617-13-4,2015,6,17,13-4,Pinot_gris,5,12:07:58,58,12.5,0.196,265,3.44,1.84,6,1,2.84,26.3,29.01,25.1,399.71,383.08,17.608,21.648,51.77,63.65,499.7,1800,1412,101,-4.99,0.119,1,111115
beth-0617-13-4,2015,6,17,13-4,Pinot_gris,6,12:08:09,68.5,12.7,0.197,265,3.46,1.84,6,1,2.84,26.3,29.01,25.11,399.77,382.98,17.593,21.661,51.72,63.68,499.7,1799,1478,101,-4.99,0.119,1,111115
beth-0617-13-4,2015,6,17,13-4,Pinot_gris,7,12:08:19,79,12.9,0.198,263,3.48,1.84,6,1,2.84,26.31,29.03,25.11,399.9,382.85,17.591,21.681,51.7,63.71,499.7,1799,1598,101,-4.99,0.119,1,111115
beth-0617-13-4,2015,6,17,13-4,Pinot_gris,8,12:08:30,89.5,12.8,0.2,264,3.51,1.84,6,1,2.84,26.32,29.04,25.11,399.92,382.9,17.583,21.703,51.64,63.75,499.7,1798,1529,101,-4.99,0.119,1,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,1,12:10:42,16,18.7,0.351,273,4.93,1.54,6,1,2.84,26.37,28.46,25.1,399.89,375.19,17.552,23.328,51.4,68.31,499.8,1779,1547,101,-4.99,0.119,0.3,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,2,12:10:52,26,19.6,0.381,274,5.24,1.53,6,1,2.84,26.35,28.55,25.1,399.85,373.96,17.54,23.686,51.41,69.43,499.7,1799,1643,101,-4.99,0.119,0.3,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,3,12:11:02,36,20,0.4,276,5.4,1.51,6,1,2.84,26.35,28.55,25.1,399.85,373.46,17.564,23.888,51.49,70.04,499.7,1799,1629,101,-4.99,0.119,0.3,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,4,12:11:12,46.5,19.9,0.409,278,5.48,1.5,6,1,2.84,26.35,28.56,25.1,399.9,373.52,17.579,23.997,51.55,70.37,499.7,1800,1501,101,-4.99,0.119,1,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,5,12:11:22,56.5,20,0.416,279,5.52,1.49,6,1,2.84,26.35,28.56,25.1,399.82,373.29,17.593,24.065,51.6,70.57,499.7,1800,1352,101,-4.99,0.119,1,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,6,12:11:33,67,20.1,0.423,280,5.56,1.48,6,1,2.84,26.35,28.53,25.1,399.85,373.2,17.599,24.114,51.61,70.72,499.7,1799,1307,101,-4.99,0.119,0.7,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,7,12:11:43,77.5,19.9,0.424,281,5.58,1.48,6,1,2.84,26.34,28.54,25.1,399.73,373.37,17.608,24.142,51.66,70.83,499.7,1800,1316,101,-4.99,0.119,1,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,8,12:11:54,88,20.1,0.429,281,5.59,1.47,6,1,2.84,26.34,28.51,25.1,399.79,373.18,17.609,24.158,51.67,70.89,499.7,1800,1265,101,-4.99,0.119,1,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,9,12:12:04,98.5,20,0.426,281,5.6,1.48,6,1,2.84,26.35,28.56,25.1,399.77,373.29,17.604,24.171,51.63,70.88,499.7,1800,1204,101,-4.99,0.119,1,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,10,12:12:14,108.5,20,0.429,281,5.62,1.48,6,1,2.84,26.34,28.55,25.1,399.86,373.34,17.59,24.178,51.59,70.92,499.7,1800,1342,101,-4.99,0.119,1,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,11,12:12:25,119,20,0.43,281,5.63,1.48,6,1,2.84,26.34,28.55,25.1,399.78,373.21,17.57,24.171,51.55,70.91,499.7,1800,1391,101,-4.99,0.119,1,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,12,12:12:51,144.5,19.3,0.437,286,5.67,1.47,6,1,2.84,26.33,28.51,25.1,399.61,373.86,17.552,24.196,51.51,71.02,499.7,1800,1424,101,-4.59,0.15,0.7,111115
beth-0617-13-6,2015,6,17,13-6,Pinot_meunier,13,12:13:01,154.5,19.6,0.435,284,5.67,1.47,6,1,2.84,26.33,28.52,25.1,399.77,373.65,17.548,24.188,51.5,70.99,499.7,1800,1522,101,-4.59,0.15,1,111115
beth-0617-13-8,2015,6,17,13-8,Pinot_noir,1,12:14:23,16,15.8,0.234,255,3.88,1.76,6,1,2.84,26.38,28.88,25.11,399.74,379.06,17.564,22.117,51.4,64.73,499.7,1799,1402,101,-4.59,0.15,0.3,111115
beth-0617-13-8,2015,6,17,13-8,Pinot_noir,2,12:14:33,26.5,16.1,0.249,259,4.08,1.74,6,1,2.84,26.38,28.89,25.1,399.74,378.58,17.569,22.353,51.43,65.43,499.7,1800,1444,101,-4.59,0.15,0.3,111115
beth-0617-13-8,2015,6,17,13-8,Pinot_noir,3,12:14:43,36.5,16.2,0.256,260,4.14,1.73,6,1,2.84,26.38,28.89,25.1,399.7,378.39,17.588,22.451,51.49,65.73,499.8,1800,1448,101,-4.59,0.15,0.7,111115
beth-0617-13-8,2015,6,17,13-8,Pinot_noir,4,12:14:53,47,16.2,0.259,262,4.19,1.73,6,1,2.84,26.37,28.9,25.1,399.65,378.29,17.579,22.499,51.47,65.87,499.7,1800,1447,101,-4.59,0.15,1,111115
beth-0617-13-8,2015,6,17,13-8,Pinot_noir,5,12:15:04,57,16.2,0.262,262,4.22,1.72,6,1,2.84,26.37,28.89,25.11,399.7,378.27,17.573,22.526,51.45,65.95,499.7,1800,1402,101,-4.59,0.15,1,111115
beth-0617-13-8,2015,6,17,13-8,Pinot_noir,6,12:15:14,67.5,16.2,0.264,263,4.24,1.72,6,1,2.84,26.38,28.89,25.11,399.62,378.22,17.567,22.542,51.42,65.98,499.7,1800,1223,101,-4.59,0.15,1,111115
beth-0617-14-1,2015,6,17,14-1,Cabernet_sauvignon,1,12:19:49,17,14.7,0.225,260,3.61,1.7,6,1,2.84,26.45,28.51,25.1,400.35,381,17.626,21.87,51.38,63.76,499.7,1799,1277,101,-4.59,0.15,0.3,111115
beth-0617-14-1,2015,6,17,14-1,Cabernet_sauvignon,2,12:19:59,27,14.8,0.245,269,3.86,1.68,6,1,2.84,26.44,28.53,25.1,400.34,380.84,17.617,22.153,51.4,64.63,499.7,1799,1237,101,-4.59,0.15,0.7,111115
beth-0617-14-1,2015,6,17,14-1,Cabernet_sauvignon,3,12:20:09,37,15.1,0.256,270,3.97,1.66,6,1,2.84,26.43,28.5,25.1,400.47,380.54,17.632,22.294,51.46,65.07,499.7,1799,1327,101,-4.59,0.15,0.3,111115
beth-0617-14-1,2015,6,17,14-1,Cabernet_sauvignon,4,12:20:20,47.5,15.1,0.262,272,4.03,1.65,6,1,2.84,26.42,28.49,25.1,400.45,380.45,17.64,22.374,51.51,65.33,499.7,1800,1368,101,-4.59,0.15,1,111115
beth-0617-14-1,2015,6,17,14-1,Cabernet_sauvignon,5,12:20:30,58,15.3,0.267,273,4.08,1.63,6,1,2.84,26.41,28.46,25.1,400.41,380.22,17.633,22.417,51.51,65.48,499.7,1800,1350,101,-4.59,0.15,0.7,111115
beth-0617-14-1,2015,6,17,14-1,Cabernet_sauvignon,6,12:20:40,68,15.4,0.271,273,4.11,1.63,6,1,2.84,26.41,28.43,25.1,400.43,380.08,17.592,22.419,51.4,65.5,499.7,1800,1402,101,-4.59,0.15,0.7,111115
beth-0617-14-1,2015,6,17,14-1,Cabernet_sauvignon,7,12:20:51,78.5,15.5,0.273,273,4.13,1.62,6,1,2.84,26.41,28.42,25.1,400.47,379.97,17.573,22.421,51.35,65.52,499.7,1800,1455,101,-4.59,0.15,1,111115
beth-0617-14-1,2015,6,17,14-1,Cabernet_sauvignon,8,12:21:01,89.5,15.6,0.274,273,4.14,1.62,6,1,2.84,26.4,28.4,25.1,400.47,379.88,17.544,22.404,51.28,65.49,499.7,1800,1421,101,-4.59,0.15,1,111115
beth-0617-14-1,2015,6,17,14-1,Cabernet_sauvignon,9,12:21:25,113.5,16,0.282,272,4.23,1.62,6,1,2.84,26.4,28.39,25.1,400.31,379.21,17.465,22.431,51.07,65.59,499.7,1800,1431,101,-4.84,0.212,0.7,111115
beth-0617-14-1,2015,6,17,14-1,Cabernet_sauvignon,10,12:21:36,123.5,15.9,0.283,273,4.23,1.61,6,1,2.84,26.4,28.35,25.11,400.36,379.29,17.442,22.411,51,65.52,499.7,1800,1480,101,-4.84,0.212,1,111115
beth-0617-14-4,2015,6,17,14-4,Carmenere,1,12:23:24,15.5,10.5,0.175,275,3.06,1.82,6,1,2.84,26.45,28.64,25.1,399.59,385.59,17.403,21,50.71,61.19,499.7,1765,1605,101,-4.84,0.212,0.3,111115
beth-0617-14-4,2015,6,17,14-4,Carmenere,2,12:23:34,26,12.8,0.182,255,3.18,1.82,6,1,2.84,26.46,28.71,25.11,399.61,382.82,17.415,21.153,50.74,61.63,499.7,1798,1626,101,-4.84,0.212,0.7,111115
beth-0617-14-4,2015,6,17,14-4,Carmenere,3,12:23:44,36.5,13.1,0.187,255,3.26,1.82,6,1,2.84,26.46,28.73,25.11,399.6,382.42,17.402,21.231,50.68,61.83,499.7,1799,1582,101,-4.84,0.212,0.7,111115
beth-0617-14-4,2015,6,17,14-4,Carmenere,4,12:23:55,47,13.2,0.189,255,3.29,1.81,6,1,2.84,26.46,28.74,25.1,399.61,382.27,17.402,21.265,50.68,61.93,499.8,1799,1562,101,-4.84,0.212,1,111115
beth-0617-14-4,2015,6,17,14-4,Carmenere,5,12:24:05,57,13.2,0.191,256,3.31,1.81,6,1,2.84,26.46,28.73,25.1,399.57,382.24,17.391,21.286,50.65,62,499.7,1799,1514,101,-4.84,0.212,1,111115
beth-0617-14-4,2015,6,17,14-4,Carmenere,6,12:24:16,68,13.1,0.192,258,3.33,1.81,6,1,2.84,26.46,28.74,25.1,399.49,382.28,17.376,21.284,50.62,62,499.7,1799,1549,101,-4.84,0.212,1,111115
beth-0617-15-4,2015,6,17,15-4,Merlot,1,12:26:49,17,15.9,0.244,258,4.23,1.84,6,1,2.84,26.51,29.32,25.1,400.43,379.47,17.357,22.325,50.42,64.84,499.7,1779,1497,101,-4.84,0.212,0.3,111115
beth-0617-15-4,2015,6,17,15-4,Merlot,2,12:27:00,27.5,16.5,0.254,257,4.41,1.85,6,1,2.84,26.51,29.43,25.1,400.42,378.57,17.355,22.528,50.42,65.44,499.7,1798,1473,101,-4.84,0.212,0.3,111115
beth-0617-15-4,2015,6,17,15-4,Merlot,3,12:27:10,38,16.6,0.26,258,4.49,1.85,6,1,2.84,26.51,29.46,25.1,400.31,378.29,17.36,22.626,50.42,65.72,499.7,1799,1423,101,-4.84,0.212,0.7,111115
beth-0617-15-4,2015,6,17,15-4,Merlot,4,12:27:21,48.5,16.9,0.263,258,4.54,1.84,6,1,2.84,26.51,29.47,25.1,400.34,378.03,17.359,22.687,50.41,65.89,499.7,1799,1435,101,-4.84,0.212,0.7,111115
beth-0617-15-4,2015,6,17,15-4,Merlot,5,12:27:31,59,16.8,0.267,260,4.58,1.84,6,1,2.84,26.52,29.47,25.1,400.32,378.05,17.352,22.728,50.38,65.99,499.7,1799,1435,101,-4.84,0.212,1,111115
beth-0617-15-4,2015,6,17,15-4,Merlot,6,12:27:42,69.5,17,0.268,259,4.6,1.84,6,1,2.84,26.51,29.47,25.1,400.41,377.93,17.351,22.747,50.39,66.05,499.7,1799,1437,101,-4.84,0.212,1,111115
beth-0617-16-2,2015,6,17,16-2,Sauvignon_blanc,1,12:30:14,16.5,12,0.168,254,3.26,2.01,6,1,2.84,26.53,29.54,25.1,400.34,384.39,17.394,21.222,50.47,61.58,499.7,1778,1399,101,-4.84,0.212,0.7,111115
beth-0617-16-2,2015,6,17,16-2,Sauvignon_blanc,2,12:30:24,27,12.1,0.172,255,3.34,2.02,6,1,2.84,26.52,29.62,25.1,400.42,384.33,17.384,21.311,50.46,61.86,499.8,1800,1295,101,-4.84,0.212,1,111115
beth-0617-16-2,2015,6,17,16-2,Sauvignon_blanc,3,12:30:34,37.5,12.2,0.176,257,3.41,2.01,6,1,2.84,26.51,29.63,25.1,400.29,384.05,17.372,21.377,50.45,62.08,499.7,1799,1272,101,-4.84,0.212,0.7,111115
