ID,year,month,day,row_plant,variety ,Obs,HHMMSS,FTime,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,Status
beth-0615-12-3,2015,6,15,12-3,Auxerrois,1,11:43:19,68.5,6.53,0.0629,218,0.703,1.12,6,1,2.84,25.7,26.86,25.11,401.03,392.86,23.316,24.139,70.9,73.4,499.7,1780,1380,100.8,-4.61,0.0969,1,111115
beth-0615-12-3,2015,6,15,12-3,Auxerrois,2,11:43:29,78.5,6.6,0.0651,222,0.736,1.13,6,1,2.84,25.71,26.94,25.11,401.21,392.93,23.306,24.168,70.82,73.45,499.7,1799,1383,100.8,-4.61,0.0969,1,111115
beth-0615-12-3,2015,6,15,12-3,Auxerrois,3,11:43:39,88.5,6.49,0.0668,229,0.755,1.13,6,1,2.84,25.71,26.95,25.11,401.28,393.13,23.3,24.185,70.79,73.47,499.7,1800,1382,100.8,-4.61,0.0969,0.7,111115
beth-0615-12-3,2015,6,15,12-3,Auxerrois,4,11:43:50,99,6.55,0.069,232,0.782,1.13,6,1,2.84,25.73,26.98,25.12,401.47,393.23,23.286,24.202,70.7,73.48,499.7,1799,1383,100.8,-4.61,0.0969,1,111115
beth-0615-12-3,2015,6,15,12-3,Auxerrois,5,11:44:00,109.5,6.58,0.0691,232,0.788,1.14,6,1,2.84,25.74,27.02,25.1,401.52,393.25,23.289,24.212,70.66,73.47,499.7,1800,1380,100.8,-4.61,0.0969,1,111115
beth-0615-12-3,2015,6,15,12-3,Auxerrois,6,11:44:11,120,6.51,0.0681,232,0.775,1.14,6,1,2.84,25.73,27.01,25.1,401.66,393.47,23.317,24.226,70.76,73.52,499.7,1801,1383,100.8,-4.61,0.0969,0.7,111115
beth-0615-12-3,2015,6,15,12-3,Auxerrois,7,11:44:21,130.5,5.86,0.0688,248,0.781,1.14,6,1,2.84,25.73,27,25.1,400.06,392.66,23.329,24.244,70.8,73.57,499.7,1801,1385,100.8,-4.61,0.0969,0.7,111115
beth-0615-12-3,2015,6,15,12-3,Auxerrois,8,11:44:32,141,6.44,0.0692,234,0.785,1.14,6,1,2.84,25.73,26.99,25.1,400.23,392.12,23.312,24.231,70.76,73.55,499.7,1800,1382,100.8,-4.61,0.0969,0.7,111115
beth-0615-12-3,2015,6,15,12-3,Auxerrois,9,11:44:52,162,6.24,0.0795,258,0.882,1.12,6,1,2.84,25.73,26.95,25.12,400.5,392.59,23.312,24.346,70.75,73.89,499.7,1799,1386,100.8,-4.23,0.205,0.7,111115
beth-0615-12-3,2015,6,15,12-3,Auxerrois,10,11:45:03,172.5,6.14,0.0789,259,0.873,1.11,6,1,2.84,25.74,26.94,25.11,400.5,392.72,23.324,24.347,70.76,73.86,499.7,1799,1389,100.8,-4.23,0.205,1,111115
beth-0615-12-5,2015,6,15,12-5,Chardonnay,1,11:46:24,17,11.9,0.0906,165,1,1.12,6,1,2.84,25.73,27.1,25.11,400.57,385.81,23.464,24.638,71.24,74.8,499.7,1781,1804,100.8,-4.23,0.205,0.3,111115
beth-0615-12-5,2015,6,15,12-5,Chardonnay,2,11:46:34,27,11.6,0.113,211,1.22,1.1,6,1,2.84,25.72,27.12,25.11,400.5,386,23.449,24.877,71.23,75.57,499.7,1798,1805,100.8,-4.23,0.205,0.7,111115
beth-0615-12-5,2015,6,15,12-5,Chardonnay,3,11:46:44,37,11.7,0.125,225,1.33,1.09,6,1,2.84,25.71,27.14,25.1,400.51,385.84,23.459,25.02,71.31,76.05,499.7,1800,1803,100.8,-4.23,0.205,1,111115
beth-0615-12-5,2015,6,15,12-5,Chardonnay,4,11:46:55,47.5,11.7,0.133,234,1.4,1.08,6,1,2.84,25.7,27.16,25.11,400.76,386.03,23.503,25.144,71.46,76.45,499.7,1800,1804,100.8,-4.23,0.205,1,111115
beth-0615-12-5,2015,6,15,12-5,Chardonnay,5,11:47:05,58,11.6,0.139,241,1.45,1.07,6,1,2.84,25.7,27.16,25.1,400.71,386.06,23.497,25.199,71.43,76.61,499.7,1800,1805,100.8,-4.23,0.205,1,111115
beth-0615-12-5,2015,6,15,12-5,Chardonnay,6,11:47:32,84.5,11.3,0.151,256,1.56,1.06,6,1,2.84,25.71,27.18,25.11,400.59,386.34,23.505,25.333,71.43,76.98,499.7,1799,1807,100.8,-4.2,0.239,0.7,111115
beth-0615-12-5,2015,6,15,12-5,Chardonnay,7,11:47:42,94.5,11.6,0.153,254,1.58,1.06,6,1,2.84,25.71,27.18,25.1,400.94,386.31,23.488,25.334,71.39,77.01,499.7,1800,1808,100.8,-4.2,0.239,1,111115
beth-0615-12-5,2015,6,15,12-5,Chardonnay,8,11:47:52,105,11.6,0.152,253,1.57,1.06,6,1,2.84,25.7,27.16,25.1,401,386.32,23.52,25.353,71.52,77.09,499.7,1800,1808,100.8,-4.2,0.239,1,111115
beth-0615-12-7,2015,6,15,12-7,Gamay_noir,1,11:49:30,16,11.7,0.0305,-234,0.393,1.27,6,1,2.84,25.74,27.64,25.1,400.41,386.19,23.781,24.241,72.13,73.53,499.7,1799,1833,100.8,-4.2,0.239,0.3,111115
beth-0615-12-7,2015,6,15,12-7,Gamay_noir,2,11:49:40,26,11.9,0.0699,103,0.861,1.23,6,1,2.84,25.74,27.71,25.11,400.6,385.92,23.769,24.777,72.11,75.16,499.7,1801,1833,100.8,-4.2,0.239,0.3,111115
beth-0615-12-7,2015,6,15,12-7,Gamay_noir,3,11:49:50,36,12,0.0901,161,1.08,1.21,6,1,2.84,25.73,27.74,25.1,400.52,385.59,23.788,25.057,72.18,76.03,499.7,1801,1835,100.8,-4.2,0.239,0.3,111115
beth-0615-12-7,2015,6,15,12-7,Gamay_noir,4,11:50:00,46.5,12.2,0.106,190,1.25,1.19,6,1,2.84,25.73,27.74,25.11,400.58,385.34,23.782,25.243,72.19,76.62,499.7,1799,1836,100.8,-4.2,0.239,0.3,111115
beth-0615-12-7,2015,6,15,12-7,Gamay_noir,5,11:50:10,56.5,12.2,0.117,207,1.36,1.18,6,1,2.84,25.73,27.73,25.11,400.47,385.22,23.759,25.346,72.12,76.94,499.7,1799,1833,100.8,-4.2,0.239,0.7,111115
beth-0615-12-7,2015,6,15,12-7,Gamay_noir,6,11:50:21,66.5,12.4,0.121,209,1.4,1.18,6,1,2.84,25.72,27.74,25.1,400.73,385.17,23.747,25.389,72.1,77.09,499.7,1799,1833,100.8,-4.2,0.239,1,111115
beth-0615-12-7,2015,6,15,12-7,Gamay_noir,7,11:50:31,77,12.5,0.126,215,1.44,1.17,6,1,2.84,25.72,27.73,25.11,400.69,385.07,23.756,25.445,72.16,77.29,499.7,1799,1836,100.8,-4.2,0.239,1,111115
beth-0615-12-7,2015,6,15,12-7,Gamay_noir,8,11:50:51,97.5,12.4,0.132,223,1.5,1.16,6,1,2.84,25.71,27.73,25.1,400.69,385.11,23.759,25.519,72.19,77.53,499.7,1799,1837,100.8,-4.07,0.289,0.7,111115
beth-0615-12-7,2015,6,15,12-7,Gamay_noir,9,11:51:01,107.5,12.3,0.136,229,1.54,1.16,6,1,2.84,25.71,27.71,25.1,400.65,385.18,23.74,25.537,72.16,77.62,499.7,1799,1837,100.8,-4.07,0.289,1,111115
beth-0615-13-5,2015,6,15,13-5,Pinot_meunier,1,11:59:22,18,17.1,0.133,160,1.36,1.05,6,1,2.84,25.73,27.36,25.1,400.26,379.14,24.257,25.852,73.63,78.47,499.7,1781,1856,100.8,-4.07,0.289,0.3,111115
beth-0615-13-5,2015,6,15,13-5,Pinot_meunier,2,11:59:32,28,17,0.172,207,1.71,1.03,6,1,2.84,25.73,27.46,25.1,400.15,378.92,24.269,26.267,73.66,79.72,499.7,1799,1805,100.8,-4.07,0.289,0.7,111115
beth-0615-13-5,2015,6,15,13-5,Pinot_meunier,3,11:59:42,38,17.2,0.192,222,1.87,1.02,6,1,2.84,25.73,27.5,25.1,400.34,378.79,24.294,26.479,73.72,80.36,499.7,1798,1819,100.8,-4.07,0.289,0.3,111115
beth-0615-13-5,2015,6,15,13-5,Pinot_meunier,4,11:59:52,48.5,17.7,0.26,257,2.28,0.936,6,1,2.84,25.74,27.36,25.11,401.4,379.1,24.315,26.983,73.78,81.87,499.7,1800,1843,100.8,-4.07,0.289,0.7,111115
beth-0615-13-5,2015,6,15,13-5,Pinot_meunier,5,12:00:03,59,17.2,0.268,264,2.34,0.933,6,1,2.84,25.74,27.39,25.11,401.26,379.57,24.346,27.081,73.86,82.15,499.7,1799,1847,100.8,-4.07,0.289,0.7,111115
beth-0615-13-5,2015,6,15,13-5,Pinot_meunier,6,12:00:13,69,17.3,0.276,266,2.39,0.926,6,1,2.84,25.74,27.4,25.1,401.25,379.44,24.364,27.156,73.92,82.39,499.7,1800,1813,100.8,-4.07,0.289,1,111115
beth-0615-13-5,2015,6,15,13-5,Pinot_meunier,7,12:00:23,79.5,17.3,0.284,269,2.43,0.92,6,1,2.84,25.73,27.4,25.1,401.17,379.33,24.379,27.222,73.98,82.6,499.7,1799,1846,100.8,-4.07,0.289,1,111115
beth-0615-13-5,2015,6,15,13-5,Pinot_meunier,8,12:00:44,100.5,17.2,0.264,262,2.31,0.931,6,1,2.84,25.74,27.4,25.1,401.23,379.48,24.416,27.111,74.09,82.27,499.7,1799,1847,100.8,-4.02,0.0869,0.3,111115
beth-0615-13-5,2015,6,15,13-5,Pinot_meunier,9,12:00:54,110.5,17.2,0.264,262,2.3,0.927,6,1,2.84,25.71,27.38,25.1,401.17,379.42,24.421,27.106,74.2,82.36,499.6,1800,1837,100.8,-4.02,0.0869,0.7,111115
beth-0615-13-8,2015,6,15,13-8,Pinot_noir,1,12:03:14,17.5,14.9,0.0827,81.2,0.851,1.04,6,1,2.84,25.75,27.16,25.11,399.7,381.38,24.577,25.573,74.51,77.53,499.6,1777,148,100.8,-4.02,0.0869,0,111115
beth-0615-13-8,2015,6,15,13-8,Pinot_noir,2,12:03:24,27.5,15.7,0.14,188,1.36,0.998,6,1,2.84,25.76,27.28,25.11,399.69,380.18,24.591,26.185,74.51,79.34,499.7,1798,148,100.8,-4.02,0.0869,0.3,111115
beth-0615-13-8,2015,6,15,13-8,Pinot_noir,3,12:03:34,37.5,16.2,0.175,219,1.64,0.975,6,1,2.84,25.77,27.33,25.11,399.86,379.7,24.613,26.534,74.53,80.35,499.7,1800,148,100.8,-4.02,0.0869,0.3,111115
beth-0615-13-8,2015,6,15,13-8,Pinot_noir,4,12:03:44,48,16.3,0.199,236,1.82,0.955,6,1,2.84,25.77,27.35,25.1,399.79,379.39,24.633,26.762,74.58,81.02,499.6,1801,148,100.8,-4.02,0.0869,0.3,111115
beth-0615-13-8,2015,6,15,13-8,Pinot_noir,5,12:03:54,58,16.3,0.214,245,1.93,0.944,6,1,2.84,25.78,27.36,25.1,399.76,379.27,24.649,26.902,74.61,81.43,499.7,1800,148,100.8,-4.02,0.0869,0.7,111115
beth-0615-13-8,2015,6,15,13-8,Pinot_noir,6,12:04:05,68.5,16.4,0.225,250,2,0.937,6,1,2.84,25.78,27.37,25.11,399.8,379.17,24.667,27.003,74.64,81.71,499.6,1800,148,100.8,-4.02,0.0869,1,111115
beth-0615-13-8,2015,6,15,13-8,Pinot_noir,7,12:04:15,79,16.3,0.233,255,2.05,0.931,6,1,2.84,25.78,27.39,25.11,399.62,379.12,24.686,27.087,74.69,81.95,499.6,1801,148,100.8,-4.02,0.0869,1,111115
beth-0615-13-8,2015,6,15,13-8,Pinot_noir,8,12:04:26,89.5,16.4,0.236,255,2.09,0.936,6,1,2.84,25.79,27.43,25.11,399.83,379.18,24.705,27.143,74.72,82.1,499.7,1801,148,100.8,-4.02,0.0869,1,111115
beth-0615-13-8,2015,6,15,13-8,Pinot_noir,9,12:04:36,100,16.5,0.242,257,2.11,0.923,6,1,2.84,25.79,27.4,25.11,399.71,378.96,24.72,27.187,74.76,82.22,499.7,1801,152,100.8,-4.02,0.0869,1,111115
beth-0615-13-8,2015,6,15,13-8,Pinot_noir,10,12:04:47,110,16.4,0.243,258,2.13,0.929,6,1,2.84,25.79,27.44,25.11,399.77,379.13,24.732,27.22,74.8,82.32,499.7,1801,157,100.8,-4.02,0.0869,1,111115
beth-0615-13-9,2015,6,15,13-9,Cabernet_franc,1,12:06:23,16,13.7,0.0102,-1.77E+03,0.121,1.17,6,1,2.84,25.82,27.5,25.1,400.46,383.91,24.844,24.986,74.99,75.42,499.7,1756,1951,100.8,-4.02,0.0869,0.3,111115
beth-0615-13-9,2015,6,15,13-9,Cabernet_franc,2,12:06:33,26.5,13.6,0.0598,10.9,0.675,1.12,6,1,2.84,25.81,27.59,25.1,400.42,383.82,24.816,25.606,74.97,77.35,499.7,1800,1953,100.8,-4.02,0.0869,0.3,111115
beth-0615-13-9,2015,6,15,13-9,Cabernet_franc,3,12:06:44,37,13.7,0.0935,138,1.01,1.09,6,1,2.84,25.79,27.6,25.1,400.5,383.62,24.783,25.965,74.96,78.53,499.7,1800,1951,100.8,-4.02,0.0869,0.3,111115
beth-0615-13-9,2015,6,15,13-9,Cabernet_franc,4,12:06:54,47,13.5,0.113,181,1.19,1.07,6,1,2.84,25.78,27.62,25.11,400.42,383.67,24.77,26.166,74.97,79.2,499.7,1800,1951,100.8,-4.02,0.0869,0.7,111115
beth-0615-13-9,2015,6,15,13-9,Cabernet_franc,5,12:07:04,57.5,13.4,0.127,204,1.32,1.06,6,1,2.84,25.78,27.6,25.11,400.39,383.72,24.745,26.29,74.9,79.58,499.7,1799,1951,100.8,-4.02,0.0869,1,111115
beth-0615-13-9,2015,6,15,13-9,Cabernet_franc,6,12:07:15,68,13.4,0.136,215,1.39,1.05,6,1,2.84,25.77,27.59,25.11,400.49,383.76,24.724,26.354,74.85,79.78,499.7,1799,1954,100.8,-4.02,0.0869,1,111115
beth-0615-13-9,2015,6,15,13-9,Cabernet_franc,7,12:07:25,78,13.3,0.141,221,1.43,1.04,6,1,2.84,25.77,27.57,25.11,400.39,383.72,24.702,26.378,74.8,79.87,499.7,1799,1954,100.8,-4.02,0.0869,1,111115
beth-0615-13-9,2015,6,15,13-9,Cabernet_franc,8,12:07:45,97.5,13.5,0.148,225,1.49,1.04,6,1,2.84,25.77,27.58,25.11,400.38,383.46,24.701,26.442,74.81,80.08,499.7,1799,1952,100.8,-4.15,0.113,0.7,111115
beth-0615-13-9,2015,6,15,13-9,Cabernet_franc,9,12:07:55,107.5,13.4,0.15,229,1.51,1.04,6,1,2.84,25.77,27.58,25.11,400.37,383.63,24.691,26.46,74.77,80.12,499.7,1799,1950,100.8,-4.15,0.113,1,111115
beth-0615-13-9,2015,6,15,13-9,Cabernet_franc,10,12:08:05,118,13.3,0.15,230,1.52,1.04,6,1,2.84,25.77,27.61,25.1,400.38,383.68,24.688,26.462,74.77,80.14,499.7,1799,1951,100.8,-4.15,0.113,1,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,1,12:10:27,18,11.9,0.0491,-12.9,0.549,1.11,6,1,2.84,25.8,27.41,25.1,400.13,385.55,24.712,25.354,74.67,76.61,499.7,1759,1847,100.8,-4.15,0.113,0.3,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,2,12:10:37,28,12.4,0.0905,155,0.969,1.08,6,1,2.84,25.78,27.49,25.11,400.06,384.72,24.708,25.842,74.76,78.19,499.7,1799,1846,100.8,-4.15,0.113,0.3,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,3,12:10:47,38,12.6,0.117,201,1.2,1.05,6,1,2.84,25.77,27.49,25.11,400.06,384.4,24.724,26.133,74.85,79.12,499.7,1799,1847,100.8,-4.15,0.113,0.3,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,4,12:10:57,48.5,12.8,0.134,221,1.34,1.02,6,1,2.84,25.76,27.46,25.1,400.07,384.11,24.745,26.316,74.99,79.75,499.7,1799,1848,100.8,-4.15,0.113,0.3,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,5,12:11:08,59,12.9,0.147,232,1.44,1.01,6,1,2.84,25.74,27.43,25.1,400.1,383.97,24.76,26.44,75.1,80.19,499.7,1799,1847,100.8,-4.15,0.113,1,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,6,12:11:18,69,12.9,0.157,241,1.51,0.989,6,1,2.84,25.73,27.4,25.1,400,383.86,24.776,26.536,75.18,80.53,499.8,1799,1847,100.8,-4.15,0.113,1,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,7,12:11:28,79,13,0.159,242,1.53,0.99,6,1,2.84,25.72,27.41,25.1,400.06,383.7,24.776,26.565,75.23,80.66,499.7,1799,1846,100.8,-4.15,0.113,0.7,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,8,12:11:38,89.5,13,0.165,246,1.57,0.982,6,1,2.84,25.72,27.4,25.1,400.03,383.7,24.771,26.605,75.25,80.82,499.7,1799,1846,100.8,-4.15,0.113,1,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,9,12:11:49,100,13.1,0.171,250,1.62,0.978,6,1,2.84,25.71,27.39,25.11,400.2,383.74,24.749,26.638,75.2,80.94,499.7,1799,1845,100.8,-4.15,0.113,1,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,10,12:11:59,110.5,13.1,0.172,251,1.62,0.972,6,1,2.84,25.71,27.37,25.11,400.09,383.65,24.761,26.652,75.24,80.99,499.7,1799,1843,100.8,-4.15,0.113,1,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,11,12:12:10,121,13,0.174,252,1.62,0.966,6,1,2.84,25.71,27.35,25.11,399.97,383.57,24.769,26.664,75.28,81.04,499.7,1800,1843,100.8,-4.15,0.113,1,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,12,12:12:36,146.5,13.1,0.178,254,1.64,0.959,6,1,2.84,25.67,27.31,25.1,399.78,383.3,24.721,26.642,75.29,81.15,499.7,1802,1849,100.8,-4.12,0.134,1,111115
beth-0615-14-1,2015,6,15,14-1,Cabernet_sauvignon,13,12:12:46,157,13.2,0.183,257,1.67,0.947,6,1,2.84,25.66,27.26,25.11,399.98,383.4,24.713,26.667,75.31,81.26,499.7,1800,1848,100.8,-4.12,0.134,1,111115
beth-0615-14-3,2015,6,15,14-3,Carmenere,1,12:14:28,17,10.2,0.00876,-1.47E+03,0.104,1.16,6,1,2.84,25.7,27.4,25.11,400.16,387.86,24.686,24.808,75.08,75.45,499.7,1772,1843,100.8,-4.12,0.134,0.3,111115
beth-0615-14-3,2015,6,15,14-3,Carmenere,2,12:14:38,27.5,11,0.0504,29.7,0.571,1.13,6,1,2.84,25.69,27.49,25.1,400.29,386.87,24.69,25.358,75.11,77.15,499.7,1800,1841,100.8,-4.12,0.134,0.3,111115
beth-0615-14-3,2015,6,15,14-3,Carmenere,3,12:14:48,37.5,11,0.0755,144,0.829,1.1,6,1,2.84,25.68,27.51,25.1,400.21,386.67,24.69,25.66,75.14,78.09,499.7,1800,1842,100.8,-4.12,0.134,0.3,111115
beth-0615-14-3,2015,6,15,14-3,Carmenere,4,12:14:59,48,10.9,0.0938,190,1,1.08,6,1,2.84,25.68,27.51,25.1,400.2,386.61,24.697,25.872,75.18,78.76,499.7,1800,1842,100.8,-4.12,0.134,0.7,111115
beth-0615-14-3,2015,6,15,14-3,Carmenere,5,12:15:09,58,11,0.105,209,1.11,1.07,6,1,2.84,25.68,27.51,25.11,400.19,386.48,24.684,25.983,75.13,79.09,499.7,1799,1844,100.8,-4.12,0.134,1,111115
beth-0615-14-3,2015,6,15,14-3,Carmenere,6,12:15:20,68.5,11,0.115,223,1.2,1.06,6,1,2.84,25.68,27.51,25.1,400.21,386.43,24.651,26.057,75.03,79.31,499.7,1799,1847,100.8,-4.12,0.134,1,111115
beth-0615-14-3,2015,6,15,14-3,Carmenere,7,12:15:30,79.5,10.9,0.121,232,1.26,1.06,6,1,2.84,25.68,27.51,25.11,400.15,386.49,24.633,26.106,74.97,79.46,499.7,1799,1849,100.8,-4.12,0.134,1,111115
beth-0615-15-3,2015,6,15,15-3,Merlot,1,12:18:30,16.5,14.2,0.0728,59.3,0.839,1.15,6,1,2.84,25.92,27.8,25.1,400.31,382.84,24.798,25.78,74.42,77.36,499.7,1779,2050,100.8,-4.12,0.134,0.3,111115
beth-0615-15-3,2015,6,15,15-3,Merlot,2,12:18:40,27,14.4,0.114,169,1.27,1.13,6,1,2.84,25.92,27.91,25.11,400.27,382.43,24.79,26.275,74.42,78.87,499.7,1799,2049,100.8,-4.12,0.134,0.3,111115
beth-0615-15-3,2015,6,15,15-3,Merlot,3,12:18:51,37.5,14.5,0.139,203,1.5,1.11,6,1,2.84,25.91,27.94,25.1,400.21,382.06,24.799,26.555,74.47,79.74,499.7,1799,2050,100.8,-4.12,0.134,0.3,111115
beth-0615-15-3,2015,6,15,15-3,Merlot,4,12:19:01,48,14.5,0.156,220,1.64,1.09,6,1,2.84,25.9,27.93,25.1,400.23,382.03,24.792,26.713,74.48,80.25,499.7,1799,2049,100.8,-4.12,0.134,0.7,111115
beth-0615-15-3,2015,6,15,15-3,Merlot,5,12:19:11,57.5,14.4,0.163,228,1.71,1.08,6,1,2.84,25.89,27.93,25.1,400.17,382.06,24.79,26.786,74.51,80.51,499.7,1800,2047,100.8,-4.12,0.134,1,111115
beth-0615-15-3,2015,6,15,15-3,Merlot,6,12:19:21,68.5,14.5,0.173,236,1.79,1.07,6,1,2.84,25.89,27.91,25.11,400.17,381.95,24.763,26.85,74.46,80.74,499.7,1800,2048,100.8,-4.12,0.134,1,111115
beth-0615-16-1,2015,6,15,16-1,Sauvignon_blanc,1,12:22:25,18.5,12.8,0.0533,-10.1,0.621,1.16,6,1,2.84,25.84,27.64,25.1,400.14,384.46,24.633,25.36,74.28,76.48,499.7,1780,1919,100.8,-4.12,0.134,0.7,111115
beth-0615-16-1,2015,6,15,16-1,Sauvignon_blanc,2,12:22:35,29,12.9,0.0871,136,0.982,1.13,6,1,2.84,25.83,27.71,25.1,400.16,384.2,24.616,25.766,74.26,77.72,499.6,1800,1916,100.8,-4.12,0.134,0.3,111115
beth-0615-16-1,2015,6,15,16-1,Sauvignon_blanc,3,12:22:46,39.5,13,0.11,184,1.21,1.11,6,1,2.84,25.83,27.73,25.1,400.07,383.93,24.596,26.014,74.21,78.49,499.7,1800,1916,100.8,-4.12,0.134,0.7,111115
beth-0615-16-1,2015,6,15,16-1,Sauvignon_blanc,4,12:22:57,50,13,0.126,207,1.36,1.1,6,1,2.84,25.83,27.74,25.11,400.18,383.92,24.572,26.163,74.13,78.93,499.7,1800,1917,100.8,-4.12,0.134,1,111115
beth-0615-16-1,2015,6,15,16-1,Sauvignon_blanc,5,12:23:28,82,13.2,0.15,231,1.59,1.09,6,1,2.84,25.84,27.8,25.11,400.21,383.62,24.571,26.425,74.07,79.66,499.6,1798,1916,100.8,-4.38,0.199,0.7,111115
beth-0615-16-1,2015,6,15,16-1,Sauvignon_blanc,6,12:23:39,92.5,13.2,0.152,233,1.6,1.08,6,1,2.84,25.85,27.78,25.11,400.15,383.56,24.574,26.442,74.05,79.68,499.7,1800,1918,100.8,-4.38,0.199,1,111115
beth-0615-16-1,2015,6,15,16-1,Sauvignon_blanc,7,12:23:49,102.5,13.2,0.153,234,1.61,1.08,6,1,2.84,25.85,27.78,25.1,400.17,383.59,24.575,26.46,74.06,79.74,499.7,1800,1920,100.8,-4.38,0.199,1,111115
beth-0615-17-2,2015,6,15,17-2,UngniBlanc_Trebbiano,1,12:26:21,18,13,0.0583,17.6,0.7,1.2,6,1,2.84,25.9,27.77,25.11,400.3,384.39,24.453,25.272,73.49,75.95,499.7,1781,2018,100.8,-4.38,0.199,0.7,111115
beth-0615-17-2,2015,6,15,17-2,UngniBlanc_Trebbiano,2,12:26:31,28.5,13.1,0.0912,144,1.07,1.18,6,1,2.84,25.89,27.87,25.11,400.11,383.94,24.453,25.699,73.49,77.24,499.7,1798,2015,100.8,-4.38,0.199,0.3,111115
beth-0615-17-2,2015,6,15,17-2,UngniBlanc_Trebbiano,3,12:26:41,38.5,13,0.113,188,1.29,1.16,6,1,2.84,25.9,27.91,25.11,400.14,383.88,24.444,25.958,73.46,78,499.7,1800,2018,100.8,-4.38,0.199,0.7,111115
beth-0615-17-2,2015,6,15,17-2,UngniBlanc_Trebbiano,4,12:26:51,48.5,13.2,0.127,206,1.43,1.15,6,1,2.84,25.9,27.92,25.11,400.25,383.76,24.443,26.113,73.45,78.47,499.7,1800,2017,100.8,-4.38,0.199,0.3,111115
beth-0615-17-2,2015,6,15,17-2,UngniBlanc_Trebbiano,5,12:27:01,58.5,13.2,0.137,218,1.53,1.14,6,1,2.84,25.9,27.95,25.11,400.31,383.81,24.432,26.216,73.4,78.76,499.7,1800,2017,100.8,-4.38,0.199,1,111115
beth-0615-17-2,2015,6,15,17-2,UngniBlanc_Trebbiano,6,12:27:11,69,13.2,0.145,226,1.61,1.14,6,1,2.84,25.9,27.95,25.11,400.27,383.73,24.392,26.269,73.27,78.91,499.7,1800,2017,100.8,-4.38,0.199,1,111115
beth-0615-17-2,2015,6,15,17-2,UngniBlanc_Trebbiano,7,12:27:22,79.5,13.1,0.151,233,1.67,1.14,6,1,2.84,25.91,27.97,25.12,400.28,383.77,24.362,26.314,73.14,79,499.7,1799,2017,100.8,-4.38,0.199,1,111115
beth-0615-17-9,2015,6,15,17-9,Carignane,1,12:32:00,18,13.3,0.0689,63.9,0.794,1.15,6,1,2.84,25.93,27.79,25.11,400.21,383.85,24.844,25.773,74.5,77.28,499.7,1776,2040,100.8,-4.38,0.199,0.3,111115
beth-0615-17-9,2015,6,15,17-9,Carignane,2,12:32:11,28.5,13.8,0.123,192,1.35,1.11,6,1,2.84,25.92,27.91,25.1,400.3,383.14,24.847,26.421,74.56,79.28,499.7,1799,2039,100.8,-4.38,0.199,0.3,111115
beth-0615-17-9,2015,6,15,17-9,Carignane,3,12:32:21,38.5,14,0.156,227,1.64,1.08,6,1,2.84,25.91,27.95,25.11,400.18,382.58,24.885,26.806,74.7,80.47,499.7,1799,2035,100.8,-4.38,0.199,0.3,111115
beth-0615-17-9,2015,6,15,17-9,Carignane,4,12:32:31,49,14.2,0.179,243,1.83,1.06,6,1,2.84,25.91,27.96,25.11,400.2,382.25,24.916,27.055,74.81,81.23,499.7,1799,2034,100.8,-4.38,0.199,0.3,111115
beth-0615-17-9,2015,6,15,17-9,Carignane,5,12:32:42,59.5,14.2,0.195,253,1.96,1.05,6,1,2.84,25.91,27.98,25.11,400.17,382.22,24.942,27.228,74.88,81.75,499.7,1800,2040,100.8,-4.38,0.199,0.7,111115
beth-0615-17-9,2015,6,15,17-9,Carignane,6,12:32:52,70,14.4,0.209,260,2.07,1.04,6,1,2.84,25.91,28,25.11,400.36,382.11,24.961,27.38,74.93,82.19,499.7,1799,2042,100.8,-4.38,0.199,1,111115
beth-0615-17-9,2015,6,15,17-9,Carignane,7,12:33:03,80.5,14.5,0.217,263,2.14,1.03,6,1,2.84,25.92,28.03,25.11,400.23,381.87,24.969,27.467,74.94,82.43,499.7,1799,2042,100.8,-4.38,0.199,1,111115
beth-0615-17-9,2015,6,15,17-9,Carignane,8,12:33:13,91,14.5,0.226,266,2.21,1.03,6,1,2.84,25.92,28.03,25.11,400.22,381.75,24.937,27.516,74.84,82.58,499.7,1800,2045,100.8,-4.38,0.199,1,111115
