"month","day","row_plant","variety","Photo","Cond","wue"
4,21,"19.9","Syrah",12.4,0.194,63.9175257731959
4,21,"19.9","Syrah",12.1,0.197,61.4213197969543
4,21,"19.9","Syrah",12.5,0.198,63.1313131313131
4,21,"19.9","Syrah",12.5,0.198,63.1313131313131
4,21,"20.1","Valdepenas",11.3,0.141,80.1418439716312
4,21,"20.1","Valdepenas",11.4,0.145,78.6206896551724
4,21,"20.1","Valdepenas",11.3,0.147,76.8707482993197
4,21,"20.1","Valdepenas",11.5,0.147,78.2312925170068
4,21,"20.1","Valdepenas",11.6,0.148,78.3783783783784
4,21,"20.1","Valdepenas",11.7,0.148,79.054054054054
4,21,"20.1","Valdepenas",11.7,0.148,79.054054054054
4,21,"20.5","Gewurtztraminer",15.8,0.318,49.685534591195
4,21,"20.5","Gewurtztraminer",15.7,0.325,48.3076923076923
4,21,"20.5","Gewurtztraminer",15.8,0.329,48.0243161094225
4,21,"20.5","Gewurtztraminer",15.7,0.331,47.4320241691843
4,21,"20.5","Gewurtztraminer",15.7,0.332,47.289156626506
4,21,"20.5","Gewurtztraminer",15.8,0.334,47.3053892215569
4,21,"20.5","Gewurtztraminer",15.7,0.336,46.7261904761905
4,21,"20.5","Gewurtztraminer",15.8,0.337,46.8842729970326
4,21,"20.5","Gewurtztraminer",15.8,0.336,47.0238095238095
4,21,"20.5","Gewurtztraminer",15.6,0.317,49.211356466877
4,21,"20.5","Gewurtztraminer",15.6,0.318,49.0566037735849
4,21,"24.9","Dolcetto",14.2,0.163,87.1165644171779
4,21,"24.9","Dolcetto",14.1,0.167,84.4311377245509
4,21,"24.9","Dolcetto",14.3,0.17,84.1176470588235
4,21,"24.9","Dolcetto",14.4,0.17,84.7058823529412
4,21,"24.9","Dolcetto",14.3,0.17,84.1176470588235
4,21,"24.9","Dolcetto",14.6,0.171,85.3801169590643
4,21,"24.9","Dolcetto",14.6,0.171,85.3801169590643
4,21,"25.9","Nebbiolo",14.7,0.196,75
4,21,"25.9","Nebbiolo",14.8,0.2,74
4,21,"25.9","Nebbiolo",14.9,0.203,73.3990147783251
4,21,"25.9","Nebbiolo",15,0.206,72.8155339805825
4,21,"40.9","Ruby_Cabernet",10.3,0.13,79.2307692307692
4,21,"40.9","Ruby_Cabernet",10.2,0.134,76.1194029850746
4,21,"40.9","Ruby_Cabernet",10.5,0.137,76.6423357664234
4,21,"40.9","Ruby_Cabernet",10.4,0.14,74.2857142857143
4,21,"40.9","Ruby_Cabernet",10.5,0.14,75
4,21,"40.9","Ruby_Cabernet",10.4,0.14,74.2857142857143
4,21,"40.9_b","Ruby_Cabernet",11.4,0.159,71.6981132075472
4,21,"40.9_b","Ruby_Cabernet",11.5,0.16,71.875
4,21,"40.9_b","Ruby_Cabernet",11.6,0.16,72.5
4,21,"40.9_b","Ruby_Cabernet",11.6,0.161,72.0496894409938
4,21,"40.9_b","Ruby_Cabernet",11.5,0.161,71.4285714285714
4,21,"42.7","Early_Muscat",15.1,0.21,71.9047619047619
4,21,"42.7","Early_Muscat",14.9,0.212,70.2830188679245
4,21,"42.7","Early_Muscat",15.1,0.213,70.8920187793427
4,21,"42.7","Early_Muscat",15,0.213,70.4225352112676
6,15,"12.3","Auxerrois",6.49,0.0668,97.1556886227545
6,15,"12.3","Auxerrois",6.55,0.069,94.927536231884
6,15,"12.3","Auxerrois",6.58,0.0691,95.2243125904486
6,15,"12.3","Auxerrois",6.51,0.0681,95.5947136563877
6,15,"12.3","Auxerrois",5.86,0.0688,85.1744186046512
6,15,"12.3","Auxerrois",6.44,0.0692,93.0635838150289
6,15,"12.3","Auxerrois",6.24,0.0795,78.4905660377358
6,15,"12.3","Auxerrois",6.14,0.0789,77.8200253485425
6,15,"12.5","Chardonnay",11.7,0.125,93.6
6,15,"12.5","Chardonnay",11.7,0.133,87.9699248120301
6,15,"12.5","Chardonnay",11.6,0.139,83.4532374100719
6,15,"12.5","Chardonnay",11.3,0.151,74.8344370860927
6,15,"12.5","Chardonnay",11.6,0.153,75.8169934640523
6,15,"12.5","Chardonnay",11.6,0.152,76.3157894736842
6,15,"12.7","Gamay_noir",12,0.0901,133.185349611543
6,15,"12.7","Gamay_noir",12.2,0.106,115.094339622641
6,15,"12.7","Gamay_noir",12.2,0.117,104.273504273504
6,15,"12.7","Gamay_noir",12.4,0.121,102.479338842975
6,15,"12.7","Gamay_noir",12.5,0.126,99.2063492063492
6,15,"12.7","Gamay_noir",12.4,0.132,93.9393939393939
6,15,"12.7","Gamay_noir",12.3,0.136,90.4411764705882
6,15,"13.5","Pinot_meunier",17.2,0.192,89.5833333333333
6,15,"13.5","Pinot_meunier",17.7,0.26,68.0769230769231
6,15,"13.5","Pinot_meunier",17.2,0.268,64.1791044776119
6,15,"13.5","Pinot_meunier",17.3,0.276,62.6811594202899
6,15,"13.5","Pinot_meunier",17.3,0.284,60.9154929577465
6,15,"13.5","Pinot_meunier",17.2,0.264,65.1515151515151
6,15,"13.5","Pinot_meunier",17.2,0.264,65.1515151515151
6,15,"13.8","Pinot_noir",16.2,0.175,92.5714285714286
6,15,"13.8","Pinot_noir",16.3,0.199,81.9095477386935
6,15,"13.8","Pinot_noir",16.3,0.214,76.1682242990654
6,15,"13.8","Pinot_noir",16.4,0.225,72.8888888888889
6,15,"13.8","Pinot_noir",16.3,0.233,69.9570815450644
6,15,"13.8","Pinot_noir",16.4,0.236,69.4915254237288
6,15,"13.8","Pinot_noir",16.5,0.242,68.1818181818182
6,15,"13.8","Pinot_noir",16.4,0.243,67.4897119341564
6,15,"13.9","Cabernet_franc",13.7,0.0935,146.524064171123
6,15,"13.9","Cabernet_franc",13.5,0.113,119.469026548673
6,15,"13.9","Cabernet_franc",13.4,0.127,105.511811023622
6,15,"13.9","Cabernet_franc",13.4,0.136,98.5294117647059
6,15,"13.9","Cabernet_franc",13.3,0.141,94.3262411347518
6,15,"13.9","Cabernet_franc",13.5,0.148,91.2162162162162
6,15,"13.9","Cabernet_franc",13.4,0.15,89.3333333333333
6,15,"13.9","Cabernet_franc",13.3,0.15,88.6666666666667
6,15,"14.1","Cabernet_sauvignon",12.6,0.117,107.692307692308
6,15,"14.1","Cabernet_sauvignon",12.8,0.134,95.5223880597015
6,15,"14.1","Cabernet_sauvignon",12.9,0.147,87.7551020408163
6,15,"14.1","Cabernet_sauvignon",12.9,0.157,82.1656050955414
6,15,"14.1","Cabernet_sauvignon",13,0.159,81.7610062893082
6,15,"14.1","Cabernet_sauvignon",13,0.165,78.7878787878788
6,15,"14.1","Cabernet_sauvignon",13.1,0.171,76.6081871345029
6,15,"14.1","Cabernet_sauvignon",13.1,0.172,76.1627906976744
6,15,"14.1","Cabernet_sauvignon",13,0.174,74.7126436781609
6,15,"14.1","Cabernet_sauvignon",13.1,0.178,73.5955056179775
6,15,"14.1","Cabernet_sauvignon",13.2,0.183,72.1311475409836
6,15,"14.3","Carmenere",11,0.0755,145.695364238411
6,15,"14.3","Carmenere",10.9,0.0938,116.204690831557
6,15,"14.3","Carmenere",11,0.105,104.761904761905
6,15,"14.3","Carmenere",11,0.115,95.6521739130435
6,15,"14.3","Carmenere",10.9,0.121,90.0826446280992
6,15,"15.3","Merlot",14.5,0.139,104.31654676259
6,15,"15.3","Merlot",14.5,0.156,92.9487179487179
6,15,"15.3","Merlot",14.4,0.163,88.3435582822086
6,15,"15.3","Merlot",14.5,0.173,83.8150289017341
6,15,"16.1","Sauvignon_blanc",13,0.11,118.181818181818
6,15,"16.1","Sauvignon_blanc",13,0.126,103.174603174603
6,15,"16.1","Sauvignon_blanc",13.2,0.15,88
6,15,"16.1","Sauvignon_blanc",13.2,0.152,86.8421052631579
6,15,"16.1","Sauvignon_blanc",13.2,0.153,86.2745098039216
6,15,"17.2","UngniBlanc_Trebbiano",13,0.113,115.044247787611
6,15,"17.2","UngniBlanc_Trebbiano",13.2,0.127,103.937007874016
6,15,"17.2","UngniBlanc_Trebbiano",13.2,0.137,96.3503649635036
6,15,"17.2","UngniBlanc_Trebbiano",13.2,0.145,91.0344827586207
6,15,"17.2","UngniBlanc_Trebbiano",13.1,0.151,86.7549668874172
6,15,"17.9","Carignane",14,0.156,89.7435897435897
6,15,"17.9","Carignane",14.2,0.179,79.3296089385475
6,15,"17.9","Carignane",14.2,0.195,72.8205128205128
6,15,"17.9","Carignane",14.4,0.209,68.8995215311005
6,15,"17.9","Carignane",14.5,0.217,66.8202764976959
6,15,"17.9","Carignane",14.5,0.226,64.1592920353982
6,15,"17.9","Carignane",14.5,0.235,61.7021276595745
6,15,"17.9","Carignane",14.6,0.238,61.3445378151261
6,15,"18.5","Durif",17.8,0.231,77.0562770562771
6,15,"18.5","Durif",17.8,0.246,72.3577235772358
6,15,"18.5","Durif",17.4,0.258,67.4418604651163
6,15,"18.5","Durif",17.5,0.271,64.5756457564576
6,15,"18.5","Durif",17.1,0.292,58.5616438356164
6,15,"18.5","Durif",17.2,0.291,59.106529209622
6,15,"18.5","Durif",17.1,0.292,58.5616438356164
6,15,"19.9","Syrah",13.9,0.186,74.7311827956989
6,15,"19.9","Syrah",13.9,0.209,66.5071770334928
6,15,"19.9","Syrah",14,0.223,62.780269058296
6,15,"19.9","Syrah",14.1,0.255,55.2941176470588
6,15,"19.9","Syrah",14,0.257,54.4747081712062
6,15,"20.1","Valdepenas",10.8,0.118,91.5254237288136
6,15,"20.1","Valdepenas",10.8,0.131,82.4427480916031
6,15,"20.1","Valdepenas",11.1,0.139,79.8561151079137
6,15,"20.1","Valdepenas",11.2,0.146,76.7123287671233
6,15,"20.1","Valdepenas",11.2,0.151,74.1721854304636
6,15,"20.1","Valdepenas",11.3,0.154,73.3766233766234
6,15,"20.1","Valdepenas",11.1,0.157,70.7006369426752
6,15,"20.1","Valdepenas",11.2,0.16,70
6,15,"20.1","Valdepenas",11.3,0.162,69.7530864197531
6,15,"20.1","Valdepenas",11.7,0.167,70.059880239521
6,15,"20.1","Valdepenas",11.4,0.168,67.8571428571429
6,15,"20.1","Valdepenas",11.4,0.168,67.8571428571429
6,15,"20.5","Gewurtztraminer",12,0.116,103.448275862069
6,15,"20.5","Gewurtztraminer",11.9,0.128,92.96875
6,15,"20.5","Gewurtztraminer",12.1,0.137,88.3211678832117
6,15,"20.5","Gewurtztraminer",12.1,0.143,84.6153846153846
6,15,"20.5","Gewurtztraminer",12,0.148,81.0810810810811
6,15,"20.5","Gewurtztraminer",12,0.149,80.5369127516779
6,15,"20.5","Gewurtztraminer",12,0.15,80
6,15,"20.5","Gewurtztraminer",12,0.151,79.4701986754967
6,15,"20.5","Gewurtztraminer",12.1,0.152,79.6052631578947
6,15,"22.7","Furmint",15.7,0.167,94.0119760479042
6,15,"22.7","Furmint",15.7,0.176,89.2045454545455
6,15,"22.7","Furmint",15.9,0.185,85.945945945946
6,15,"22.7","Furmint",15.9,0.19,83.6842105263158
6,15,"22.7","Furmint",15.6,0.21,74.2857142857143
6,15,"22.7","Furmint",15.7,0.209,75.1196172248804
6,15,"22.7","Furmint",16,0.211,75.8293838862559
6,15,"23.7","Szagos_feher",16.4,0.286,57.3426573426573
6,15,"23.7","Szagos_feher",16.5,0.301,54.8172757475083
6,15,"23.7","Szagos_feher",16.4,0.31,52.9032258064516
6,15,"23.7","Szagos_feher",16.4,0.319,51.41065830721
6,15,"23.7","Szagos_feher",16.2,0.325,49.8461538461538
6,15,"23.7","Szagos_feher",16.3,0.328,49.6951219512195
6,15,"23.7","Szagos_feher",16.1,0.329,48.936170212766
6,15,"23.7","Szagos_feher",16.2,0.33,49.0909090909091
6,15,"23.7","Szagos_feher",16.1,0.331,48.6404833836858
6,15,"23.7","Szagos_feher",16.6,0.286,58.0419580419581
6,15,"23.7","Szagos_feher",16.4,0.285,57.5438596491228
6,15,"23.7","Szagos_feher",16.6,0.283,58.6572438162544
6,15,"23.7","Szagos_feher",16.5,0.284,58.0985915492958
6,15,"24.1","Barbera",17,0.247,68.8259109311741
6,15,"24.1","Barbera",17.2,0.267,64.4194756554307
6,15,"24.1","Barbera",17.1,0.282,60.6382978723404
6,15,"24.1","Barbera",17.2,0.291,59.106529209622
6,15,"24.1","Barbera",17.1,0.299,57.190635451505
6,15,"24.9","Dolcetto",15.3,0.166,92.1686746987952
6,15,"24.9","Dolcetto",15.4,0.18,85.5555555555556
6,15,"24.9","Dolcetto",15.4,0.187,82.3529411764706
6,15,"24.9","Dolcetto",15.2,0.194,78.3505154639175
6,15,"24.9","Dolcetto",15.2,0.198,76.7676767676768
6,15,"24.9","Dolcetto",15.3,0.202,75.7425742574257
6,15,"24.9","Dolcetto",15.2,0.2,76
6,15,"25.9","Nebbiolo",10.6,0.111,95.4954954954955
6,15,"25.9","Nebbiolo",10.7,0.118,90.6779661016949
6,15,"25.9","Nebbiolo",10.7,0.12,89.1666666666667
6,15,"25.9","Nebbiolo",10.7,0.122,87.7049180327869
6,15,"25.9","Nebbiolo",10.5,0.124,84.6774193548387
6,15,"25.9","Nebbiolo",10.8,0.129,83.7209302325581
6,15,"25.9","Nebbiolo",10.7,0.13,82.3076923076923
6,15,"26.5","Sangiovese",18.1,0.257,70.4280155642023
6,15,"26.5","Sangiovese",18,0.267,67.4157303370786
6,15,"26.5","Sangiovese",18.2,0.274,66.4233576642336
6,15,"26.5","Sangiovese",18.2,0.28,65
6,15,"26.5","Sangiovese",18.3,0.284,64.4366197183099
6,15,"26.5","Sangiovese",18.2,0.287,63.4146341463415
6,15,"26.5","Sangiovese",18.2,0.29,62.7586206896552
6,15,"26.5","Sangiovese",18.3,0.293,62.457337883959
6,15,"32.3","Zinfandel_Primitivo",14.7,0.159,92.4528301886792
6,15,"32.3","Zinfandel_Primitivo",14.6,0.169,86.3905325443787
6,15,"32.3","Zinfandel_Primitivo",14.6,0.176,82.9545454545455
6,15,"32.3","Zinfandel_Primitivo",14.6,0.18,81.1111111111111
6,15,"32.3","Zinfandel_Primitivo",14.7,0.182,80.7692307692308
6,15,"32.3","Zinfandel_Primitivo",14.5,0.183,79.2349726775956
6,15,"34.5","Morrastel",15.2,0.16,95
6,15,"34.5","Morrastel",15.1,0.175,86.2857142857143
6,15,"34.5","Morrastel",15.2,0.184,82.6086956521739
6,15,"34.5","Morrastel",15,0.19,78.9473684210526
6,15,"34.5","Morrastel",14.7,0.216,68.0555555555556
6,15,"34.5","Morrastel",14.8,0.216,68.5185185185185
6,15,"34.7","Palomino",17.1,0.309,55.3398058252427
6,15,"34.7","Palomino",17.4,0.323,53.8699690402477
6,15,"34.7","Palomino",17.2,0.333,51.6516516516516
6,15,"34.7","Palomino",17.3,0.344,50.2906976744186
6,15,"34.7","Palomino",17.5,0.348,50.2873563218391
6,15,"38.7","Verdelho",15.8,0.254,62.2047244094488
6,15,"38.7","Verdelho",15.7,0.259,60.6177606177606
6,15,"38.7","Verdelho",15.6,0.261,59.7701149425287
6,15,"38.7","Verdelho",16.1,0.264,60.9848484848485
6,15,"38.7","Verdelho",15.7,0.266,59.0225563909774
6,15,"38.7","Verdelho",15.6,0.267,58.4269662921348
6,15,"42.7","Early_Muscat",14.7,0.192,76.5625
6,15,"42.7","Early_Muscat",14.7,0.203,72.4137931034483
6,15,"42.7","Early_Muscat",14.9,0.212,70.2830188679245
6,15,"42.7","Early_Muscat",14.8,0.218,67.8899082568807
6,15,"42.7","Early_Muscat",14.8,0.221,66.9683257918552
6,15,"44.1","Ruby_Seedless",12.3,0.143,86.013986013986
6,15,"44.1","Ruby_Seedless",12.5,0.163,76.6871165644172
6,15,"44.1","Ruby_Seedless",12.7,0.176,72.1590909090909
6,15,"44.1","Ruby_Seedless",12.6,0.183,68.8524590163934
6,15,"44.1","Ruby_Seedless",12.8,0.188,68.0851063829787
6,15,"44.1","Ruby_Seedless",12.7,0.19,66.8421052631579
6,15,"44.1","Ruby_Seedless",12.7,0.192,66.1458333333333
6,15,"44.1","Ruby_Seedless",12.8,0.191,67.0157068062827
6,15,"44.1","Ruby_Seedless",12.6,0.191,65.9685863874346
6,15,"44.1","Ruby_Seedless",12.8,0.189,67.7248677248677
6,15,"44.1","Ruby_Seedless",12.8,0.188,68.0851063829787
6,15,"44.1","Ruby_Seedless",12.9,0.187,68.9839572192513
6,16,"12.4","Auxerrois",12.6,0.207,60.8695652173913
6,16,"12.4","Auxerrois",12.7,0.215,59.0697674418605
6,16,"12.4","Auxerrois",12.7,0.218,58.256880733945
6,16,"12.4","Auxerrois",12.7,0.22,57.7272727272727
6,16,"12.4","Auxerrois",12.7,0.223,56.9506726457399
6,16,"12.4","Auxerrois",12.9,0.228,56.5789473684211
6,16,"12.4","Auxerrois",12.7,0.228,55.7017543859649
6,16,"12.6","Chardonnay",11.1,0.221,50.2262443438914
6,16,"12.6","Chardonnay",11.2,0.229,48.9082969432314
6,16,"12.6","Chardonnay",11.3,0.236,47.8813559322034
6,16,"12.6","Chardonnay",11.1,0.238,46.6386554621849
6,16,"12.6","Chardonnay",11.3,0.24,47.0833333333333
6,16,"12.6","Chardonnay",11.3,0.243,46.5020576131687
6,16,"12.6","Chardonnay",11.3,0.244,46.3114754098361
6,16,"12.6","Chardonnay",11.4,0.246,46.3414634146341
6,16,"12.8","Gamay_noir",17.3,0.246,70.3252032520325
6,16,"12.8","Gamay_noir",17.3,0.25,69.2
6,16,"12.8","Gamay_noir",17.2,0.252,68.2539682539683
6,16,"12.8","Gamay_noir",17.4,0.254,68.503937007874
6,16,"12.8","Gamay_noir",17.2,0.254,67.7165354330709
6,16,"12.8","Gamay_noir",17.2,0.254,67.7165354330709
6,16,"12.8","Gamay_noir",17.2,0.254,67.7165354330709
6,16,"12.8","Gamay_noir",17.1,0.254,67.3228346456693
6,16,"13.10","Cabernet_franc",18.4,0.283,65.017667844523
6,16,"13.10","Cabernet_franc",18.3,0.3,61
6,16,"13.10","Cabernet_franc",18.4,0.299,61.5384615384615
6,16,"13.4","Pinot_gris",15,0.196,76.530612244898
6,16,"13.4","Pinot_gris",14.8,0.201,73.6318407960199
6,16,"13.4","Pinot_gris",14.8,0.211,70.1421800947867
6,16,"13.4","Pinot_gris",14.8,0.21,70.4761904761905
6,16,"13.4","Pinot_gris",14.7,0.21,70
6,16,"13.6","Pinot_meunier",19.2,0.328,58.5365853658537
6,16,"13.6","Pinot_meunier",19.2,0.341,56.3049853372434
6,16,"13.6","Pinot_meunier",19.4,0.35,55.4285714285714
6,16,"13.6","Pinot_meunier",19.4,0.358,54.1899441340782
6,16,"13.6","Pinot_meunier",19.3,0.363,53.168044077135
6,16,"13.6","Pinot_meunier",19.3,0.366,52.7322404371585
6,16,"13.6","Pinot_meunier",19.4,0.368,52.7173913043478
6,16,"13.8","Pinot_noir",17,0.272,62.5
6,16,"13.8","Pinot_noir",17.3,0.283,61.13074204947
6,16,"13.8","Pinot_noir",17.4,0.292,59.5890410958904
6,16,"13.8","Pinot_noir",17.3,0.294,58.843537414966
6,16,"13.8","Pinot_noir",17.5,0.297,58.9225589225589
6,16,"13.8","Pinot_noir",17.5,0.298,58.7248322147651
6,16,"13.8","Pinot_noir",17.7,0.3,59
6,16,"14.1","Cabernet_sauvignon",12.9,0.157,82.1656050955414
6,16,"14.1","Cabernet_sauvignon",13,0.158,82.2784810126582
6,16,"14.1","Cabernet_sauvignon",13.1,0.159,82.3899371069182
6,16,"14.1","Cabernet_sauvignon",13.1,0.16,81.875
6,16,"14.1","Cabernet_sauvignon",13.1,0.16,81.875
6,16,"14.4","Carmenere",10.5,0.116,90.5172413793103
6,16,"14.4","Carmenere",10.6,0.118,89.8305084745763
6,16,"14.4","Carmenere",10.8,0.124,87.0967741935484
6,16,"14.4","Carmenere",10.4,0.125,83.2
6,16,"14.4","Carmenere",10.3,0.125,82.4
6,16,"15.4","Merlot",13,0.183,71.0382513661202
6,16,"15.4","Merlot",13.1,0.183,71.5846994535519
6,16,"15.4","Merlot",13.3,0.185,71.8918918918919
6,16,"15.4","Merlot",13.2,0.188,70.2127659574468
6,16,"16.2","Sauvignon_blanc",16.3,0.241,67.6348547717842
6,16,"16.2","Sauvignon_blanc",16.3,0.243,67.0781893004115
6,16,"16.2","Sauvignon_blanc",16.1,0.259,62.1621621621622
6,16,"16.2","Sauvignon_blanc",16.1,0.26,61.9230769230769
6,16,"16.2","Sauvignon_blanc",16.3,0.26,62.6923076923077
6,16,"17.10","Carignane",14.3,0.215,66.5116279069767
6,16,"17.10","Carignane",14.4,0.22,65.4545454545455
6,16,"17.10","Carignane",14.4,0.223,64.5739910313901
6,16,"17.10","Carignane",14.4,0.226,63.716814159292
6,16,"17.10","Carignane",14.6,0.235,62.1276595744681
6,16,"17.10","Carignane",14.7,0.233,63.0901287553648
6,16,"17.10","Carignane",14.6,0.233,62.6609442060086
6,16,"17.10","Carignane",14.7,0.235,62.5531914893617
6,16,"17.2","UngniBlanc_Trebbiano",14,0.17,82.3529411764706
6,16,"17.2","UngniBlanc_Trebbiano",13.8,0.173,79.7687861271676
6,16,"17.2","UngniBlanc_Trebbiano",13.7,0.174,78.7356321839081
6,16,"17.2","UngniBlanc_Trebbiano",13.9,0.175,79.4285714285714
6,16,"18.6","Durif",14.7,0.264,55.6818181818182
6,16,"18.6","Durif",14.8,0.271,54.6125461254613
6,16,"18.6","Durif",15.1,0.273,55.3113553113553
6,16,"18.6","Durif",15.1,0.274,55.1094890510949
6,16,"18.6","Durif",15.2,0.277,54.8736462093863
6,16,"18.6","Durif",15.4,0.277,55.5956678700361
6,16,"18.6","Durif",15.5,0.277,55.956678700361
6,16,"18.6","Durif",15.5,0.275,56.3636363636364
6,16,"18.6","Durif",15.7,0.274,57.2992700729927
6,16,"18.6","Durif",15.4,0.284,54.2253521126761
6,16,"18.6","Durif",15.6,0.285,54.7368421052632
6,16,"18.6","Durif",15.7,0.283,55.4770318021201
6,16,"18.8","Marsanne",11,0.119,92.436974789916
6,16,"18.8","Marsanne",11,0.121,90.9090909090909
6,16,"18.8","Marsanne",11,0.121,90.9090909090909
6,16,"18.8","Marsanne",10.8,0.12,90
6,16,"18.8","Marsanne",10.7,0.122,87.7049180327869
6,16,"19.1","?",16.9,0.27,62.5925925925926
6,16,"19.1","?",17,0.272,62.5
6,16,"19.1","?",16.9,0.287,58.8850174216028
6,16,"19.1","?",16.9,0.289,58.477508650519
6,16,"19.1","?",16.9,0.289,58.477508650519
6,16,"19.1","?",16.8,0.29,57.9310344827586
6,16,"19.1","?",16.3,0.339,48.0825958702065
6,16,"19.1","?",18.1,0.32,56.5625
6,16,"19.1","?",17.5,0.321,54.5171339563863
6,16,"19.1","?",18.1,0.318,56.9182389937107
6,16,"19.1","?",17.6,0.318,55.3459119496855
6,16,"19.1","?",17.5,0.319,54.858934169279
6,16,"19.1","?",16.9,0.318,53.1446540880503
6,16,"19.1","?",17.3,0.317,54.5741324921136
6,16,"20.2","Valdepenas",8.63,0.104,82.9807692307692
6,16,"20.2","Valdepenas",8.81,0.105,83.9047619047619
6,16,"20.2","Valdepenas",8.78,0.105,83.6190476190476
6,16,"20.2","Valdepenas",8.63,0.104,82.9807692307692
6,16,"20.2","Valdepenas",8.7,0.104,83.6538461538461
6,16,"20.2","Valdepenas",8.7,0.105,82.8571428571428
6,16,"20.2","Valdepenas",8.67,0.105,82.5714285714286
6,16,"20.2","Valdepenas",8.83,0.105,84.0952380952381
6,16,"20.2","Valdepenas",8.9,0.105,84.7619047619048
6,16,"20.5","Gewurtztraminer",17.8,0.265,67.1698113207547
6,16,"20.5","Gewurtztraminer",17.8,0.268,66.4179104477612
6,16,"20.5","Gewurtztraminer",17.5,0.269,65.0557620817844
6,16,"20.5","Gewurtztraminer",17.6,0.268,65.6716417910448
6,16,"20.5","Gewurtztraminer",17.5,0.268,65.2985074626866
6,16,"22.8","Furmint",20.1,0.369,54.4715447154472
6,16,"22.8","Furmint",20.3,0.382,53.1413612565445
6,16,"22.8","Furmint",20.3,0.389,52.1850899742931
6,16,"22.8","Furmint",20.2,0.393,51.3994910941476
6,16,"22.8","Furmint",20.4,0.412,49.5145631067961
6,16,"22.8","Furmint",20.1,0.415,48.433734939759
6,16,"22.8","Furmint",20.3,0.415,48.9156626506024
6,16,"23.8","Szagos_feher",13.9,0.21,66.1904761904762
6,16,"23.8","Szagos_feher",13.8,0.217,63.594470046083
6,16,"23.8","Szagos_feher",13.9,0.221,62.89592760181
6,16,"23.8","Szagos_feher",13.8,0.223,61.8834080717489
6,16,"23.8","Szagos_feher",13.9,0.225,61.7777777777778
6,16,"24.10","Dolcetto",13.5,0.177,76.271186440678
6,16,"24.10","Dolcetto",13.4,0.182,73.6263736263736
6,16,"24.10","Dolcetto",13.5,0.186,72.5806451612903
6,16,"24.10","Dolcetto",13.4,0.188,71.2765957446808
6,16,"24.10","Dolcetto",13.3,0.19,70
6,16,"24.10","Dolcetto",13.3,0.188,70.7446808510638
6,16,"24.10","Dolcetto",13.5,0.197,68.5279187817259
6,16,"24.10","Dolcetto",13.3,0.199,66.8341708542714
6,16,"24.2","?",17.4,0.348,50
6,16,"24.2","?",17.4,0.361,48.1994459833795
6,16,"24.2","?",17.5,0.368,47.554347826087
6,16,"24.2","?",17.6,0.373,47.1849865951743
6,16,"24.2","?",17.6,0.379,46.4379947229551
6,16,"25.10","Nebbiolo",14.1,0.24,58.75
6,16,"25.10","Nebbiolo",14.1,0.246,57.3170731707317
6,16,"25.10","Nebbiolo",14.2,0.25,56.8
6,16,"25.10","Nebbiolo",14.2,0.252,56.3492063492063
6,16,"25.10","Nebbiolo",14.4,0.254,56.6929133858268
6,16,"25.10","Nebbiolo",14.4,0.255,56.4705882352941
6,16,"25.10","Nebbiolo",14.5,0.255,56.8627450980392
6,16,"25.10","Nebbiolo",14.6,0.256,57.03125
6,16,"25.10","Nebbiolo",14.6,0.258,56.5891472868217
6,16,"25.10","Nebbiolo",14.8,0.264,56.0606060606061
6,16,"25.10","Nebbiolo",14.9,0.265,56.2264150943396
6,16,"25.10","Nebbiolo",14.8,0.264,56.0606060606061
6,16,"26.6","Sangiovese",18.6,0.393,47.3282442748092
6,16,"26.6","Sangiovese",18.7,0.399,46.8671679197995
6,16,"26.6","Sangiovese",18.7,0.405,46.1728395061728
6,16,"26.6","Sangiovese",18.8,0.406,46.3054187192118
6,16,"32.4","Zinfandel_Primitivo",11.4,0.153,74.5098039215686
6,16,"32.4","Zinfandel_Primitivo",11.3,0.152,74.3421052631579
6,16,"32.4","Zinfandel_Primitivo",11.2,0.152,73.6842105263158
6,16,"32.4","Zinfandel_Primitivo",11.3,0.152,74.3421052631579
6,16,"34.6","Morrastel",11.1,0.127,87.4015748031496
6,16,"34.6","Morrastel",11.1,0.131,84.7328244274809
6,16,"34.6","Morrastel",11.2,0.134,83.5820895522388
6,16,"34.6","Morrastel",11.3,0.135,83.7037037037037
6,16,"34.6","Morrastel",11.2,0.137,81.7518248175182
6,16,"34.6","Morrastel",11.3,0.138,81.8840579710145
6,16,"34.6","Morrastel",11.4,0.138,82.6086956521739
6,16,"34.6","Morrastel",11.3,0.139,81.294964028777
6,16,"34.6","Morrastel",11.4,0.138,82.6086956521739
6,16,"34.6","Morrastel",11.5,0.15,76.6666666666667
6,16,"34.6","Morrastel",11.5,0.149,77.1812080536913
6,16,"34.8","Palomino",14.4,0.178,80.8988764044944
6,16,"34.8","Palomino",14.3,0.182,78.5714285714286
6,16,"34.8","Palomino",14.1,0.185,76.2162162162162
6,16,"34.8","Palomino",14.2,0.185,76.7567567567568
6,16,"38.8","Verdelho",16,0.213,75.1173708920188
6,16,"38.8","Verdelho",15.8,0.221,71.4932126696833
6,16,"38.8","Verdelho",15.9,0.223,71.3004484304933
6,16,"38.8","Verdelho",15.7,0.224,70.0892857142857
6,16,"38.8","Verdelho",15.8,0.224,70.5357142857143
6,16,"38.8","Verdelho",15.7,0.224,70.0892857142857
